selected_case_key,selection_group,selection_reason,selection_rank,lpips_row_id,lpips_case_id,metric_case_id,candidate_id,candidate_index,candidate_seed,effective_candidate_seed,case_id,source_case_id,restoration_case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,is_zero_control,prompt_policy_id,prompt_variant_id,prompt_template_name,prompt_variant_family,evaluation_region,region_x_min,region_y_min,region_x_max,region_y_max,region_pixel_count,mask_area_pixels,damaged_lpips,restored_lpips,lpips_improvement,absolute_lpips_improvement,quality_direction,lpips_improvement_rank_desc_in_region,lpips_improvement_rank_asc_in_region,restored_lpips_rank_asc_in_region,clean_path,damaged_path,restored_path,mask_path,content_x_min,content_y_min,content_x_max,content_y_max,content_box_source,mask_bbox_applicable,expected_lpips_region_count,full_lpips_run_id,full_input_case_count,full_expected_lpips_rows,source_case_id_original,metric_mask_id,metric_mask_type,mask_threshold_rule,mask_bbox_margin,lpips_net,lpips_input_size,metric_runtime_seconds,case_runtime_seconds,lpips_schema_version,lpips_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,lpips_package_version,status,issue,prompt_variant_order,prompt_ablation_subset,inference_mode,execution_device,scheduler_name,num_inference_steps,guidance_scale,strength
weakest_or_regressed__content_region__sd24_0672__content_region__lpips,weakest_or_regressed__content_region,Lowest LPIPS improvement in content_region.,5,sd24_0672__content_region__lpips,sd24_0672,sd24_0672,sd__syn__p001__dirt_dust__p01_style_period__s2026__c075812e13,672,2026,2026,p001__dirt_dust__severe,p001__dirt_dust__severe,sd__syn__p001__dirt_dust__p01_style_period__s2026__c075812e13,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p01_style_period,style_period_context,contextual,content_region,52,0,715,768,509184,13471,0.0002407631254754,0.5079678297042847,-0.5077270665788092,0.5077270665788092,regressed,941,5,941,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__dirt_dust__p01_style_period__s2026__c075812e13__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__severe,,dirt_dust,> 127,8,alex,256,0.0701837000087834,0.3471900000004098,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,1,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__content_region__sd24_0670__content_region__lpips,weakest_or_regressed__content_region,Lowest LPIPS improvement in content_region.,6,sd24_0670__content_region__lpips,sd24_0670,sd24_0670,sd__syn__p001__dirt_dust__p00_generic__s2026__c699ae0585,670,2026,2026,p001__dirt_dust__moderate,p001__dirt_dust__moderate,sd__syn__p001__dirt_dust__p00_generic__s2026__c699ae0585,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,content_region,52,0,715,768,509184,5611,2.562044028309174e-05,0.4256906509399414,-0.4256650304996583,0.4256650304996583,regressed,940,6,935,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__moderate_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__dirt_dust__p00_generic__s2026__c699ae0585__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__moderate_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__moderate,,dirt_dust,> 127,8,alex,256,0.0886154999898281,0.4070972999907098,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__content_region__sd24_0679__content_region__lpips,weakest_or_regressed__content_region,Lowest LPIPS improvement in content_region.,7,sd24_0679__content_region__lpips,sd24_0679,sd24_0679,sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0,679,2026,2026,p001__discolouration__severe,p001__discolouration__severe,sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,discolouration,False,sd_inpaint_prompt_ablation_v1,p01_style_period,style_period_context,contextual,content_region,52,0,715,768,509184,222783,0.0188605785369873,0.331859827041626,-0.3129992485046386,0.3129992485046386,regressed,939,7,926,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__discolouration__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__discolouration__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__discolouration__severe,,discolouration,> 127,8,alex,256,0.0752497000212315,0.3497048999997787,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,1,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__content_region__sd24_0669__content_region__lpips,weakest_or_regressed__content_region,Lowest LPIPS improvement in content_region.,8,sd24_0669__content_region__lpips,sd24_0669,sd24_0669,sd__syn__p001__dirt_dust__p00_generic__s2026__17cc3b1e08,669,2026,2026,p001__dirt_dust__mild,p001__dirt_dust__mild,sd__syn__p001__dirt_dust__p00_generic__s2026__17cc3b1e08,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,content_region,52,0,715,768,509184,1700,4.27972480565586e-07,0.298922449350357,-0.2989220213778765,0.2989220213778765,regressed,938,8,907,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__mild_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__dirt_dust__p00_generic__s2026__17cc3b1e08__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__mild_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__mild,,dirt_dust,> 127,8,alex,256,0.069400799984578,0.3826784999982919,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0003__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,1,sd24_0003__full_image__lpips,sd24_0003,sd24_0003,sd__can__p001__mixed_damage__p00_generic__s2026__6b27938af9,3,2026,2026,p001_mixed_damage,p001_mixed_damage,sd__can__p001__mixed_damage__p00_generic__s2026__6b27938af9,canonical,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,p001_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,45733,0.5040223598480225,0.1033748611807823,0.4006474986672401,0.4006474986672401,improved,1,945,733,data/processed/clean/p001_clean.png,data/processed/masked/p001_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p001__mixed_damage__p00_generic__s2026__6b27938af9__restored_stable_diffusion_inpainting.png,data/processed/masks/p001_mixed_damage_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001_mixed_damage,p001_mixed_damage,mixed_damage,> 127,8,alex,256,0.1512398999766446,0.450034899986349,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0188__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,2,sd24_0188__full_image__lpips,sd24_0188,sd24_0188,sd__can__p022__mixed_damage__p00_generic__s2026__ae7f8cb1f6,188,2026,2026,p022_mixed_damage,p022_mixed_damage,sd__can__p022__mixed_damage__p00_generic__s2026__ae7f8cb1f6,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,stable_diffusion_inpainting,p022_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,44952,0.4221408069133758,0.0851949527859687,0.3369458541274071,0.3369458541274071,improved,2,944,658,data/processed/clean/p022_clean.png,data/processed/masked/p022_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p022__mixed_damage__p00_generic__s2026__ae7f8cb1f6__restored_stable_diffusion_inpainting.png,data/processed/masks/p022_mixed_damage_mask.png,85,0,683,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p022_mixed_damage,p022_mixed_damage,mixed_damage,> 127,8,alex,256,0.0736105999967549,0.393404600006761,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0228__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,3,sd24_0228__full_image__lpips,sd24_0228,sd24_0228,sd__can__p026__mixed_damage__p00_generic__s2026__e667f47a7b,228,2026,2026,p026_mixed_damage,p026_mixed_damage,sd__can__p026__mixed_damage__p00_generic__s2026__e667f47a7b,canonical,primary,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,stable_diffusion_inpainting,p026_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,37951,0.4037241339683532,0.073151409626007,0.3305727243423462,0.3305727243423462,improved,3,943,608,data/processed/clean/p026_clean.png,data/processed/masked/p026_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p026__mixed_damage__p00_generic__s2026__e667f47a7b__restored_stable_diffusion_inpainting.png,data/processed/masks/p026_mixed_damage_mask.png,0,119,768,648,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p026_mixed_damage,p026_mixed_damage,mixed_damage,> 127,8,alex,256,0.0695378999807871,0.3568586000183131,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0421__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,4,sd24_0421__full_image__lpips,sd24_0421,sd24_0421,sd__can__p047__mixed_damage__p00_generic__s2026__0013fe9850,421,2026,2026,p047_mixed_damage,p047_mixed_damage,sd__can__p047__mixed_damage__p00_generic__s2026__0013fe9850,canonical,primary,p047,high_texture_brushwork,The Dance Class,Edgar Degas,,stable_diffusion_inpainting,p047_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,48787,0.3958552777767181,0.0660275518894195,0.3298277258872986,0.3298277258872986,improved,4,942,569,data/processed/clean/p047_clean.png,data/processed/masked/p047_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p047__mixed_damage__p00_generic__s2026__0013fe9850__restored_stable_diffusion_inpainting.png,data/processed/masks/p047_mixed_damage_mask.png,28,0,740,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p047_mixed_damage,p047_mixed_damage,mixed_damage,> 127,8,alex,256,0.0716431000037118,0.4158603000105358,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0263__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,5,sd24_0263__full_image__lpips,sd24_0263,sd24_0263,sd__can__p029__mixed_damage__p00_generic__s2026__d922823999,263,2026,2026,p029_mixed_damage,p029_mixed_damage,sd__can__p029__mixed_damage__p00_generic__s2026__d922823999,canonical,primary,p029,architecture_structured,"The Trading Post of the Dutch East India Company in Hooghly, Bengal",workshop of Johannes Vinckboons,,stable_diffusion_inpainting,p029_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,50750,0.3850309252738952,0.059612862765789,0.3254180625081062,0.3254180625081062,improved,5,941,515,data/processed/clean/p029_clean.png,data/processed/masked/p029_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p029__mixed_damage__p00_generic__s2026__d922823999__restored_stable_diffusion_inpainting.png,data/processed/masks/p029_mixed_damage_mask.png,0,134,768,633,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p029_mixed_damage,p029_mixed_damage,mixed_damage,> 127,8,alex,256,0.0805969999928493,0.397394700004952,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0089__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,6,sd24_0089__full_image__lpips,sd24_0089,sd24_0089,sd__can__p010__scratch_thin__p00_generic__s2026__5a4f5c34e7,89,2026,2026,p010_scratch_thin,p010_scratch_thin,sd__can__p010__scratch_thin__p00_generic__s2026__5a4f5c34e7,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,,stable_diffusion_inpainting,p010_scratch_thin,scratch_thin,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,13544,0.4330966174602508,0.1079205125570297,0.3251761049032211,0.3251761049032211,improved,6,940,745,data/processed/clean/p010_clean.png,data/processed/masked/p010_scratch_thin_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p010__scratch_thin__p00_generic__s2026__5a4f5c34e7__restored_stable_diffusion_inpainting.png,data/processed/masks/p010_scratch_thin_mask.png,0,36,768,731,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p010_scratch_thin,p010_scratch_thin,scratch_thin,> 127,8,alex,256,0.0813452000147663,0.4305903999775182,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0088__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,7,sd24_0088__full_image__lpips,sd24_0088,sd24_0088,sd__can__p010__mixed_damage__p00_generic__s2026__ea0eb15b13,88,2026,2026,p010_mixed_damage,p010_mixed_damage,sd__can__p010__mixed_damage__p00_generic__s2026__ea0eb15b13,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,,stable_diffusion_inpainting,p010_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,43214,0.4249400496482849,0.1021809056401252,0.3227591440081596,0.3227591440081596,improved,7,939,728,data/processed/clean/p010_clean.png,data/processed/masked/p010_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p010__mixed_damage__p00_generic__s2026__ea0eb15b13__restored_stable_diffusion_inpainting.png,data/processed/masks/p010_mixed_damage_mask.png,0,36,768,731,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p010_mixed_damage,p010_mixed_damage,mixed_damage,> 127,8,alex,256,0.1028722000191919,0.4354323000006843,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
strongest_improvement__full_image__sd24_0396__full_image__lpips,strongest_improvement__full_image,Highest LPIPS improvement in full_image.,8,sd24_0396__full_image__lpips,sd24_0396,sd24_0396,sd__can__p044__mixed_damage__p02_artist__s2026__ddcd6fa14c,396,2026,2026,p044_mixed_damage,p044_mixed_damage,sd__can__p044__mixed_damage__p02_artist__s2026__ddcd6fa14c,canonical,primary,p044,high_texture_brushwork,Versailles,Auguste Renoir,,stable_diffusion_inpainting,p044_mixed_damage,mixed_damage,False,sd_inpaint_prompt_ablation_v1,p02_artist,artist_context,contextual,full_image,0,0,768,768,589824,42711,0.3754864931106567,0.0682715475559234,0.3072149455547333,0.3072149455547333,improved,8,938,583,data/processed/clean/p044_clean.png,data/processed/masked/p044_mixed_damage_damaged.png,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p044__mixed_damage__p02_artist__s2026__ddcd6fa14c__restored_stable_diffusion_inpainting.png,data/processed/masks/p044_mixed_damage_mask.png,0,63,768,704,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p044_mixed_damage,p044_mixed_damage,mixed_damage,> 127,8,alex,256,0.0793550999951548,0.3450287000159733,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,2,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0675__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,1,sd24_0675__full_image__lpips,sd24_0675,sd24_0675,sd__syn__p001__dirt_dust__p04_full_context__s2026__f3dd267026,675,2026,2026,p001__dirt_dust__severe,p001__dirt_dust__severe,sd__syn__p001__dirt_dust__p04_full_context__s2026__f3dd267026,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p04_full_context,artwork_full_context,contextual,full_image,0,0,768,768,589824,13471,0.0002561773289926,0.4985904097557068,-0.4983342324267141,0.4983342324267141,regressed,945,1,945,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p04_full_context/sd__syn__p001__dirt_dust__p04_full_context__s2026__f3dd267026__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__severe,,dirt_dust,> 127,8,alex,256,0.0729551999829709,0.3863987000077031,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,4,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0674__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,2,sd24_0674__full_image__lpips,sd24_0674,sd24_0674,sd__syn__p001__dirt_dust__p03_artist_style_p__s2026__14e85cd566,674,2026,2026,p001__dirt_dust__severe,p001__dirt_dust__severe,sd__syn__p001__dirt_dust__p03_artist_style_p__s2026__14e85cd566,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p03_artist_style_period,artist_style_period_context,contextual,full_image,0,0,768,768,589824,13471,0.0002561773289926,0.4981730878353119,-0.4979169105063192,0.4979169105063192,regressed,944,2,944,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p03_artist_style_period/sd__syn__p001__dirt_dust__p03_artist_style_p__s2026__14e85cd566__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__severe,,dirt_dust,> 127,8,alex,256,0.0764210999768693,0.3558729999931529,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,3,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0673__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,3,sd24_0673__full_image__lpips,sd24_0673,sd24_0673,sd__syn__p001__dirt_dust__p02_artist__s2026__0d7209f89e,673,2026,2026,p001__dirt_dust__severe,p001__dirt_dust__severe,sd__syn__p001__dirt_dust__p02_artist__s2026__0d7209f89e,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p02_artist,artist_context,contextual,full_image,0,0,768,768,589824,13471,0.0002561773289926,0.4979850053787231,-0.4977288280497305,0.4977288280497305,regressed,943,3,943,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p02_artist/sd__syn__p001__dirt_dust__p02_artist__s2026__0d7209f89e__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__severe,,dirt_dust,> 127,8,alex,256,0.0757773999939672,0.351292299979832,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,2,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0671__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,4,sd24_0671__full_image__lpips,sd24_0671,sd24_0671,sd__syn__p001__dirt_dust__p00_generic__s2026__ca135f086f,671,2026,2026,p001__dirt_dust__severe,p001__dirt_dust__severe,sd__syn__p001__dirt_dust__p00_generic__s2026__ca135f086f,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,13471,0.0002561773289926,0.4965813755989074,-0.4963251982699148,0.4963251982699148,regressed,942,4,942,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__dirt_dust__p00_generic__s2026__ca135f086f__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__severe,,dirt_dust,> 127,8,alex,256,0.0753900000127032,0.3733949000015855,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0672__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,5,sd24_0672__full_image__lpips,sd24_0672,sd24_0672,sd__syn__p001__dirt_dust__p01_style_period__s2026__c075812e13,672,2026,2026,p001__dirt_dust__severe,p001__dirt_dust__severe,sd__syn__p001__dirt_dust__p01_style_period__s2026__c075812e13,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p01_style_period,style_period_context,contextual,full_image,0,0,768,768,589824,13471,0.0002561773289926,0.4946544170379638,-0.4943982397089712,0.4943982397089712,regressed,941,5,941,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__dirt_dust__p01_style_period__s2026__c075812e13__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__severe_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__severe,,dirt_dust,> 127,8,alex,256,0.0717004000034648,0.3471900000004098,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,1,True,model_inference,cuda,pipeline_default,30,7.5,1.0
weakest_or_regressed__full_image__sd24_0670__full_image__lpips,weakest_or_regressed__full_image,Lowest LPIPS improvement in full_image.,6,sd24_0670__full_image__lpips,sd24_0670,sd24_0670,sd__syn__p001__dirt_dust__p00_generic__s2026__c699ae0585,670,2026,2026,p001__dirt_dust__moderate,p001__dirt_dust__moderate,sd__syn__p001__dirt_dust__p00_generic__s2026__c699ae0585,synthetic_degradation,primary,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,dirt_dust,False,sd_inpaint_prompt_ablation_v1,p00_generic,generic_restoration,generic,full_image,0,0,768,768,589824,5611,2.724553269217722e-05,0.4047572612762451,-0.4047300157435529,0.4047300157435529,regressed,940,6,936,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__dirt_dust__moderate_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__dirt_dust__p00_generic__s2026__c699ae0585__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__dirt_dust__moderate_effect_mask.png,52,0,715,768,notebook22_content_box,True,3,sd_lpips_full_20260808T071919Z,945,2724,p001__dirt_dust__moderate,,dirt_dust,> 127,8,alex,256,0.0784809000033419,0.4070972999907098,2.1.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,,0,False,model_inference,cuda,pipeline_default,30,7.5,1.0
