case_id,dataset_name,painting_id,mask_id,mask_type,opencv_clean_path,opencv_damaged_path,opencv_mask_path,opencv_restored_path,opencv_runtime_seconds,opencv_output_written,opencv_status,opencv_issue,opencv_source_rows,lama_mask_area_pixels,lama_clean_path,lama_damaged_path,lama_mask_path,lama_restored_path,lama_runtime_seconds,lama_output_written,lama_status,lama_issue,lama_iopaint_returncode,lama_source_rows,restoration_pair_status
canonical__p022_scratch_thin,canonical,p022,p022_scratch_thin,scratch_thin,data/processed/clean/p022_clean.png,data/processed/masked/p022_scratch_thin_damaged.png,data/processed/masks/p022_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p022_scratch_thin_restored_opencv_telea.png,0.4254783000214956,True,ok,,1,8915,data\processed\clean\p022_clean.png,data\processed\masked\p022_scratch_thin_damaged.png,data\processed\masks\p022_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p022_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p022_zero_control,canonical,p022,p022_zero_control,zero_control,data/processed/clean/p022_clean.png,data/processed/masked/p022_zero_control_damaged.png,data/processed/masks/p022_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p022_zero_control_restored_opencv_telea.png,0.3998271999880671,True,ok,,1,0,data\processed\clean\p022_clean.png,data\processed\masked\p022_zero_control_damaged.png,data\processed\masks\p022_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p022_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p023_loss_large,canonical,p023,p023_loss_large,loss_large,data/processed/clean/p023_clean.png,data/processed/masked/p023_loss_large_damaged.png,data/processed/masks/p023_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p023_loss_large_restored_opencv_telea.png,0.4316559999715537,True,ok,,1,44286,data\processed\clean\p023_clean.png,data\processed\masked\p023_loss_large_damaged.png,data\processed\masks\p023_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p023_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p023_loss_small,canonical,p023,p023_loss_small,loss_small,data/processed/clean/p023_clean.png,data/processed/masked/p023_loss_small_damaged.png,data/processed/masks/p023_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p023_loss_small_restored_opencv_telea.png,0.4326987999957055,True,ok,,1,18453,data\processed\clean\p023_clean.png,data\processed\masked\p023_loss_small_damaged.png,data\processed\masks\p023_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p023_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p023_mixed_damage,canonical,p023,p023_mixed_damage,mixed_damage,data/processed/clean/p023_clean.png,data/processed/masked/p023_mixed_damage_damaged.png,data/processed/masks/p023_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p023_mixed_damage_restored_opencv_telea.png,0.4649297999567352,True,ok,,1,42254,data\processed\clean\p023_clean.png,data\processed\masked\p023_mixed_damage_damaged.png,data\processed\masks\p023_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p023_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p023_scratch_thin,canonical,p023,p023_scratch_thin,scratch_thin,data/processed/clean/p023_clean.png,data/processed/masked/p023_scratch_thin_damaged.png,data/processed/masks/p023_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p023_scratch_thin_restored_opencv_telea.png,0.3911525000003166,True,ok,,1,8131,data\processed\clean\p023_clean.png,data\processed\masked\p023_scratch_thin_damaged.png,data\processed\masks\p023_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p023_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p023_zero_control,canonical,p023,p023_zero_control,zero_control,data/processed/clean/p023_clean.png,data/processed/masked/p023_zero_control_damaged.png,data/processed/masks/p023_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p023_zero_control_restored_opencv_telea.png,0.3919653999619186,True,ok,,1,0,data\processed\clean\p023_clean.png,data\processed\masked\p023_zero_control_damaged.png,data\processed\masks\p023_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p023_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p024_loss_large,canonical,p024,p024_loss_large,loss_large,data/processed/clean/p024_clean.png,data/processed/masked/p024_loss_large_damaged.png,data/processed/masks/p024_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p024_loss_large_restored_opencv_telea.png,0.5275409999885596,True,ok,,1,57578,data\processed\clean\p024_clean.png,data\processed\masked\p024_loss_large_damaged.png,data\processed\masks\p024_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p024_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p024_loss_small,canonical,p024,p024_loss_small,loss_small,data/processed/clean/p024_clean.png,data/processed/masked/p024_loss_small_damaged.png,data/processed/masks/p024_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p024_loss_small_restored_opencv_telea.png,0.4535368999931961,True,ok,,1,20530,data\processed\clean\p024_clean.png,data\processed\masked\p024_loss_small_damaged.png,data\processed\masks\p024_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p024_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p024_mixed_damage,canonical,p024,p024_mixed_damage,mixed_damage,data/processed/clean/p024_clean.png,data/processed/masked/p024_mixed_damage_damaged.png,data/processed/masks/p024_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p024_mixed_damage_restored_opencv_telea.png,0.5402882000198588,True,ok,,1,37292,data\processed\clean\p024_clean.png,data\processed\masked\p024_mixed_damage_damaged.png,data\processed\masks\p024_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p024_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p024_scratch_thin,canonical,p024,p024_scratch_thin,scratch_thin,data/processed/clean/p024_clean.png,data/processed/masked/p024_scratch_thin_damaged.png,data/processed/masks/p024_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p024_scratch_thin_restored_opencv_telea.png,0.4509088000049814,True,ok,,1,6922,data\processed\clean\p024_clean.png,data\processed\masked\p024_scratch_thin_damaged.png,data\processed\masks\p024_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p024_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p024_zero_control,canonical,p024,p024_zero_control,zero_control,data/processed/clean/p024_clean.png,data/processed/masked/p024_zero_control_damaged.png,data/processed/masks/p024_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p024_zero_control_restored_opencv_telea.png,0.4298285999684594,True,ok,,1,0,data\processed\clean\p024_clean.png,data\processed\masked\p024_zero_control_damaged.png,data\processed\masks\p024_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p024_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p025_loss_large,canonical,p025,p025_loss_large,loss_large,data/processed/clean/p025_clean.png,data/processed/masked/p025_loss_large_damaged.png,data/processed/masks/p025_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p025_loss_large_restored_opencv_telea.png,0.5727729999925941,True,ok,,1,60302,data\processed\clean\p025_clean.png,data\processed\masked\p025_loss_large_damaged.png,data\processed\masks\p025_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p025_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p025_loss_small,canonical,p025,p025_loss_small,loss_small,data/processed/clean/p025_clean.png,data/processed/masked/p025_loss_small_damaged.png,data/processed/masks/p025_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p025_loss_small_restored_opencv_telea.png,0.5066714000422508,True,ok,,1,15212,data\processed\clean\p025_clean.png,data\processed\masked\p025_loss_small_damaged.png,data\processed\masks\p025_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p025_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p025_mixed_damage,canonical,p025,p025_mixed_damage,mixed_damage,data/processed/clean/p025_clean.png,data/processed/masked/p025_mixed_damage_damaged.png,data/processed/masks/p025_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p025_mixed_damage_restored_opencv_telea.png,0.5655327999847941,True,ok,,1,44548,data\processed\clean\p025_clean.png,data\processed\masked\p025_mixed_damage_damaged.png,data\processed\masks\p025_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p025_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p025_scratch_thin,canonical,p025,p025_scratch_thin,scratch_thin,data/processed/clean/p025_clean.png,data/processed/masked/p025_scratch_thin_damaged.png,data/processed/masks/p025_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p025_scratch_thin_restored_opencv_telea.png,0.5054887000005692,True,ok,,1,14613,data\processed\clean\p025_clean.png,data\processed\masked\p025_scratch_thin_damaged.png,data\processed\masks\p025_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p025_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p025_zero_control,canonical,p025,p025_zero_control,zero_control,data/processed/clean/p025_clean.png,data/processed/masked/p025_zero_control_damaged.png,data/processed/masks/p025_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p025_zero_control_restored_opencv_telea.png,0.4448600999894552,True,ok,,1,0,data\processed\clean\p025_clean.png,data\processed\masked\p025_zero_control_damaged.png,data\processed\masks\p025_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p025_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p026_loss_large,canonical,p026,p026_loss_large,loss_large,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_large_damaged.png,data/processed/masks/p026_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p026_loss_large_restored_opencv_telea.png,0.4132661000476219,True,ok,,1,52670,data\processed\clean\p026_clean.png,data\processed\masked\p026_loss_large_damaged.png,data\processed\masks\p026_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p026_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p026_loss_small,canonical,p026,p026_loss_small,loss_small,data/processed/clean/p026_clean.png,data/processed/masked/p026_loss_small_damaged.png,data/processed/masks/p026_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p026_loss_small_restored_opencv_telea.png,0.3290119000012055,True,ok,,1,15084,data\processed\clean\p026_clean.png,data\processed\masked\p026_loss_small_damaged.png,data\processed\masks\p026_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p026_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p026_mixed_damage,canonical,p026,p026_mixed_damage,mixed_damage,data/processed/clean/p026_clean.png,data/processed/masked/p026_mixed_damage_damaged.png,data/processed/masks/p026_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p026_mixed_damage_restored_opencv_telea.png,0.3812770000076853,True,ok,,1,37951,data\processed\clean\p026_clean.png,data\processed\masked\p026_mixed_damage_damaged.png,data\processed\masks\p026_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p026_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p026_scratch_thin,canonical,p026,p026_scratch_thin,scratch_thin,data/processed/clean/p026_clean.png,data/processed/masked/p026_scratch_thin_damaged.png,data/processed/masks/p026_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p026_scratch_thin_restored_opencv_telea.png,0.3309555000159889,True,ok,,1,9911,data\processed\clean\p026_clean.png,data\processed\masked\p026_scratch_thin_damaged.png,data\processed\masks\p026_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p026_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p026_zero_control,canonical,p026,p026_zero_control,zero_control,data/processed/clean/p026_clean.png,data/processed/masked/p026_zero_control_damaged.png,data/processed/masks/p026_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p026_zero_control_restored_opencv_telea.png,0.3175658999825828,True,ok,,1,0,data\processed\clean\p026_clean.png,data\processed\masked\p026_zero_control_damaged.png,data\processed\masks\p026_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p026_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p027_loss_large,canonical,p027,p027_loss_large,loss_large,data/processed/clean/p027_clean.png,data/processed/masked/p027_loss_large_damaged.png,data/processed/masks/p027_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p027_loss_large_restored_opencv_telea.png,0.4834725999971851,True,ok,,1,51962,data\processed\clean\p027_clean.png,data\processed\masked\p027_loss_large_damaged.png,data\processed\masks\p027_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p027_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p027_loss_small,canonical,p027,p027_loss_small,loss_small,data/processed/clean/p027_clean.png,data/processed/masked/p027_loss_small_damaged.png,data/processed/masks/p027_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p027_loss_small_restored_opencv_telea.png,0.4421866000047885,True,ok,,1,24809,data\processed\clean\p027_clean.png,data\processed\masked\p027_loss_small_damaged.png,data\processed\masks\p027_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p027_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p027_mixed_damage,canonical,p027,p027_mixed_damage,mixed_damage,data/processed/clean/p027_clean.png,data/processed/masked/p027_mixed_damage_damaged.png,data/processed/masks/p027_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p027_mixed_damage_restored_opencv_telea.png,0.496345299994573,True,ok,,1,40932,data\processed\clean\p027_clean.png,data\processed\masked\p027_mixed_damage_damaged.png,data\processed\masks\p027_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p027_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p027_scratch_thin,canonical,p027,p027_scratch_thin,scratch_thin,data/processed/clean/p027_clean.png,data/processed/masked/p027_scratch_thin_damaged.png,data/processed/masks/p027_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p027_scratch_thin_restored_opencv_telea.png,0.4110141000128351,True,ok,,1,10362,data\processed\clean\p027_clean.png,data\processed\masked\p027_scratch_thin_damaged.png,data\processed\masks\p027_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p027_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p027_zero_control,canonical,p027,p027_zero_control,zero_control,data/processed/clean/p027_clean.png,data/processed/masked/p027_zero_control_damaged.png,data/processed/masks/p027_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p027_zero_control_restored_opencv_telea.png,0.3888213000027463,True,ok,,1,0,data\processed\clean\p027_clean.png,data\processed\masked\p027_zero_control_damaged.png,data\processed\masks\p027_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p027_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p028_loss_large,canonical,p028,p028_loss_large,loss_large,data/processed/clean/p028_clean.png,data/processed/masked/p028_loss_large_damaged.png,data/processed/masks/p028_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p028_loss_large_restored_opencv_telea.png,0.5154424000065774,True,ok,,1,47473,data\processed\clean\p028_clean.png,data\processed\masked\p028_loss_large_damaged.png,data\processed\masks\p028_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p028_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p028_loss_small,canonical,p028,p028_loss_small,loss_small,data/processed/clean/p028_clean.png,data/processed/masked/p028_loss_small_damaged.png,data/processed/masks/p028_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p028_loss_small_restored_opencv_telea.png,0.4651693999767303,True,ok,,1,16168,data\processed\clean\p028_clean.png,data\processed\masked\p028_loss_small_damaged.png,data\processed\masks\p028_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p028_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p028_mixed_damage,canonical,p028,p028_mixed_damage,mixed_damage,data/processed/clean/p028_clean.png,data/processed/masked/p028_mixed_damage_damaged.png,data/processed/masks/p028_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p028_mixed_damage_restored_opencv_telea.png,0.5239812000072561,True,ok,,1,42118,data\processed\clean\p028_clean.png,data\processed\masked\p028_mixed_damage_damaged.png,data\processed\masks\p028_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p028_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p028_scratch_thin,canonical,p028,p028_scratch_thin,scratch_thin,data/processed/clean/p028_clean.png,data/processed/masked/p028_scratch_thin_damaged.png,data/processed/masks/p028_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p028_scratch_thin_restored_opencv_telea.png,0.4454236000310629,True,ok,,1,6439,data\processed\clean\p028_clean.png,data\processed\masked\p028_scratch_thin_damaged.png,data\processed\masks\p028_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p028_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p028_zero_control,canonical,p028,p028_zero_control,zero_control,data/processed/clean/p028_clean.png,data/processed/masked/p028_zero_control_damaged.png,data/processed/masks/p028_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p028_zero_control_restored_opencv_telea.png,0.434578699991107,True,ok,,1,0,data\processed\clean\p028_clean.png,data\processed\masked\p028_zero_control_damaged.png,data\processed\masks\p028_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p028_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p029_loss_large,canonical,p029,p029_loss_large,loss_large,data/processed/clean/p029_clean.png,data/processed/masked/p029_loss_large_damaged.png,data/processed/masks/p029_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p029_loss_large_restored_opencv_telea.png,0.4145673000020906,True,ok,,1,48057,data\processed\clean\p029_clean.png,data\processed\masked\p029_loss_large_damaged.png,data\processed\masks\p029_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p029_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p029_loss_small,canonical,p029,p029_loss_small,loss_small,data/processed/clean/p029_clean.png,data/processed/masked/p029_loss_small_damaged.png,data/processed/masks/p029_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p029_loss_small_restored_opencv_telea.png,0.3618683000095188,True,ok,,1,14160,data\processed\clean\p029_clean.png,data\processed\masked\p029_loss_small_damaged.png,data\processed\masks\p029_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p029_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p029_mixed_damage,canonical,p029,p029_mixed_damage,mixed_damage,data/processed/clean/p029_clean.png,data/processed/masked/p029_mixed_damage_damaged.png,data/processed/masks/p029_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p029_mixed_damage_restored_opencv_telea.png,0.4426146000041626,True,ok,,1,50750,data\processed\clean\p029_clean.png,data\processed\masked\p029_mixed_damage_damaged.png,data\processed\masks\p029_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p029_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p029_scratch_thin,canonical,p029,p029_scratch_thin,scratch_thin,data/processed/clean/p029_clean.png,data/processed/masked/p029_scratch_thin_damaged.png,data/processed/masks/p029_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p029_scratch_thin_restored_opencv_telea.png,0.3556447000009939,True,ok,,1,6849,data\processed\clean\p029_clean.png,data\processed\masked\p029_scratch_thin_damaged.png,data\processed\masks\p029_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p029_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p029_zero_control,canonical,p029,p029_zero_control,zero_control,data/processed/clean/p029_clean.png,data/processed/masked/p029_zero_control_damaged.png,data/processed/masks/p029_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p029_zero_control_restored_opencv_telea.png,0.3342046000179834,True,ok,,1,0,data\processed\clean\p029_clean.png,data\processed\masked\p029_zero_control_damaged.png,data\processed\masks\p029_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p029_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p030_loss_large,canonical,p030,p030_loss_large,loss_large,data/processed/clean/p030_clean.png,data/processed/masked/p030_loss_large_damaged.png,data/processed/masks/p030_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p030_loss_large_restored_opencv_telea.png,0.521743300021626,True,ok,,1,45666,data\processed\clean\p030_clean.png,data\processed\masked\p030_loss_large_damaged.png,data\processed\masks\p030_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p030_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p030_loss_small,canonical,p030,p030_loss_small,loss_small,data/processed/clean/p030_clean.png,data/processed/masked/p030_loss_small_damaged.png,data/processed/masks/p030_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p030_loss_small_restored_opencv_telea.png,0.4545182000147179,True,ok,,1,14543,data\processed\clean\p030_clean.png,data\processed\masked\p030_loss_small_damaged.png,data\processed\masks\p030_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p030_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p030_mixed_damage,canonical,p030,p030_mixed_damage,mixed_damage,data/processed/clean/p030_clean.png,data/processed/masked/p030_mixed_damage_damaged.png,data/processed/masks/p030_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p030_mixed_damage_restored_opencv_telea.png,0.5568789999815635,True,ok,,1,39519,data\processed\clean\p030_clean.png,data\processed\masked\p030_mixed_damage_damaged.png,data\processed\masks\p030_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p030_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p030_scratch_thin,canonical,p030,p030_scratch_thin,scratch_thin,data/processed/clean/p030_clean.png,data/processed/masked/p030_scratch_thin_damaged.png,data/processed/masks/p030_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p030_scratch_thin_restored_opencv_telea.png,0.4734308000188321,True,ok,,1,10227,data\processed\clean\p030_clean.png,data\processed\masked\p030_scratch_thin_damaged.png,data\processed\masks\p030_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p030_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p030_zero_control,canonical,p030,p030_zero_control,zero_control,data/processed/clean/p030_clean.png,data/processed/masked/p030_zero_control_damaged.png,data/processed/masks/p030_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p030_zero_control_restored_opencv_telea.png,0.4446314999950118,True,ok,,1,0,data\processed\clean\p030_clean.png,data\processed\masked\p030_zero_control_damaged.png,data\processed\masks\p030_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p030_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p031_loss_large,canonical,p031,p031_loss_large,loss_large,data/processed/clean/p031_clean.png,data/processed/masked/p031_loss_large_damaged.png,data/processed/masks/p031_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p031_loss_large_restored_opencv_telea.png,0.6760536000365391,True,ok,,1,83018,data\processed\clean\p031_clean.png,data\processed\masked\p031_loss_large_damaged.png,data\processed\masks\p031_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p031_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p031_loss_small,canonical,p031,p031_loss_small,loss_small,data/processed/clean/p031_clean.png,data/processed/masked/p031_loss_small_damaged.png,data/processed/masks/p031_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p031_loss_small_restored_opencv_telea.png,0.5474063000292517,True,ok,,1,19540,data\processed\clean\p031_clean.png,data\processed\masked\p031_loss_small_damaged.png,data\processed\masks\p031_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p031_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p031_mixed_damage,canonical,p031,p031_mixed_damage,mixed_damage,data/processed/clean/p031_clean.png,data/processed/masked/p031_mixed_damage_damaged.png,data/processed/masks/p031_mixed_damage_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p031_mixed_damage_restored_opencv_telea.png,0.6073464999790303,True,ok,,1,47688,data\processed\clean\p031_clean.png,data\processed\masked\p031_mixed_damage_damaged.png,data\processed\masks\p031_mixed_damage_mask.png,data/processed/restored/lama/canonical/canonical__p031_mixed_damage_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p031_scratch_thin,canonical,p031,p031_scratch_thin,scratch_thin,data/processed/clean/p031_clean.png,data/processed/masked/p031_scratch_thin_damaged.png,data/processed/masks/p031_scratch_thin_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p031_scratch_thin_restored_opencv_telea.png,0.5393990000011399,True,ok,,1,11235,data\processed\clean\p031_clean.png,data\processed\masked\p031_scratch_thin_damaged.png,data\processed\masks\p031_scratch_thin_mask.png,data/processed/restored/lama/canonical/canonical__p031_scratch_thin_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p031_zero_control,canonical,p031,p031_zero_control,zero_control,data/processed/clean/p031_clean.png,data/processed/masked/p031_zero_control_damaged.png,data/processed/masks/p031_zero_control_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p031_zero_control_restored_opencv_telea.png,0.5146119999699295,True,ok,,1,0,data\processed\clean\p031_clean.png,data\processed\masked\p031_zero_control_damaged.png,data\processed\masks\p031_zero_control_mask.png,data/processed/restored/lama/canonical/canonical__p031_zero_control_restored_lama.png,0.0,True,ok,zero_control copied without model inference,0,1,paired
canonical__p032_loss_large,canonical,p032,p032_loss_large,loss_large,data/processed/clean/p032_clean.png,data/processed/masked/p032_loss_large_damaged.png,data/processed/masks/p032_loss_large_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p032_loss_large_restored_opencv_telea.png,0.6619428999838419,True,ok,,1,72688,data\processed\clean\p032_clean.png,data\processed\masked\p032_loss_large_damaged.png,data\processed\masks\p032_loss_large_mask.png,data/processed/restored/lama/canonical/canonical__p032_loss_large_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
canonical__p032_loss_small,canonical,p032,p032_loss_small,loss_small,data/processed/clean/p032_clean.png,data/processed/masked/p032_loss_small_damaged.png,data/processed/masks/p032_loss_small_mask.png,data\processed\restored\opencv_telea\canonical\canonical__p032_loss_small_restored_opencv_telea.png,0.5376414000056684,True,ok,,1,17662,data\processed\clean\p032_clean.png,data\processed\masked\p032_loss_small_damaged.png,data\processed\masks\p032_loss_small_mask.png,data/processed/restored/lama/canonical/canonical__p032_loss_small_restored_lama.png,1.4609382327775366,True,ok,,0,1,paired
