neighbor_record_id,query_id,query_candidate_id,query_case_id,query_painting_id,query_model_id,lane,feature_model_id,image_role,region_id,neighbor_rank,neighbor_candidate_id,neighbor_case_id,neighbor_painting_id,neighbor_model_id,neighbor_recommendation_category,neighbor_manual_review_required,cosine_similarity,cosine_distance,secondary_feature_model_id,secondary_cosine_similarity,secondary_cosine_distance,secondary_query_embedding_id,secondary_neighbor_embedding_id,same_category,same_degradation_family,same_model,same_case,same_painting,query_embedding_id,neighbor_embedding_id,selection_reason,schema_version,status,issue
neighbor_f0ecddb2809d39334e36,query_01_portrait_figure_lower_risk,candidate__lama__synthetic_degradation__p001__dirt_dust__moderate__c00,synthetic_degradation__p001__dirt_dust__moderate,p001,lama,flagged,dinov2_vits14,restored,content_region,1,candidate__opencv_telea__canonical__p280__scratch_thin__c00,canonical__p280__scratch_thin,p280,opencv_telea,specialist_review_required,True,0.8097551465034485,0.1902448534965515,clip_vit_b32,0.7997482419013977,0.2002517580986023,fe__32f81b58b9083235950d,fe__b8fc28c0829d82230e42,True,True,False,False,False,fe__525676d7c0077e5d0baa,fe__ad19b146a7021112426f,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=portrait_figure,case_neighbors.v1,ok,
neighbor_b7e823343ed452fd1cf4,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,flagged,dinov2_vits14,restored,content_region,5,candidate__hint_places2__mask_robustness__p220__loss_large__target_12p5pct__variant_02__c00,mask_robustness__p220__loss_large__target_12p5pct__variant_02,p220,hint_places2,specialist_review_required,True,0.7043431997299194,0.29565680027008057,clip_vit_b32,0.7232282757759094,0.2767717242240906,fe__da043680e7a3a891d3d2,fe__bddca0b92725ae59cd76,False,True,True,False,False,fe__3242517ec7af2572d467,fe__d90fb58bfd5c6724b805,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_690fb8f29c81021358d0,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,lower_risk,dinov2_vits14,restored,content_region,1,candidate__hint_places2__synthetic_degradation__p220__water_stain__mild__c00,synthetic_degradation__p220__water_stain__mild,p220,hint_places2,suitable_for_preliminary_inspection,False,0.6801172494888306,0.31988275051116943,clip_vit_b32,0.7896896600723267,0.21031033992767334,fe__da043680e7a3a891d3d2,fe__4873293d668a5f7e42bd,False,True,True,False,False,fe__3242517ec7af2572d467,fe__2b1e81b2561e9e1b74b8,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_c742d691b28179111bc9,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,lower_risk,dinov2_vits14,restored,content_region,2,candidate__hint_places2__synthetic_degradation__p223__water_stain__mild__c00,synthetic_degradation__p223__water_stain__mild,p223,hint_places2,suitable_for_preliminary_inspection,False,0.6616446375846863,0.3383553624153137,clip_vit_b32,0.8197813034057617,0.18021869659423828,fe__da043680e7a3a891d3d2,fe__1d8680c00bc5325ffbf9,False,True,True,False,False,fe__3242517ec7af2572d467,fe__e0e0dfa68f3a647b62ab,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_5af9523082df65194799,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,lower_risk,dinov2_vits14,restored,content_region,3,candidate__lama__synthetic_degradation__p220__partial_transparency__severe__c00,synthetic_degradation__p220__partial_transparency__severe,p220,lama,suitable_for_preliminary_inspection,False,0.632509171962738,0.36749082803726196,clip_vit_b32,0.6896108984947205,0.31038910150527954,fe__da043680e7a3a891d3d2,fe__c3599b77d8f09a6507d5,False,True,False,False,False,fe__3242517ec7af2572d467,fe__7007e0776b333ddfb6da,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_6b244b2b2ab7ddc4d7b3,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,lower_risk,dinov2_vits14,restored,content_region,4,candidate__lama__synthetic_degradation__p220__partial_transparency__moderate__c00,synthetic_degradation__p220__partial_transparency__moderate,p220,lama,suitable_for_preliminary_inspection,False,0.6276658177375793,0.37233418226242065,clip_vit_b32,0.7261859774589539,0.27381402254104614,fe__da043680e7a3a891d3d2,fe__1b7d61077177ef081ac4,False,True,False,False,False,fe__3242517ec7af2572d467,fe__8c60c999627fd3be75d2,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_b3dbf47242b9d692268f,query_04_landscape_natural_flagged,candidate__hint_places2__canonical__p011__loss_large__c00,canonical__p011__loss_large,p011,hint_places2,lower_risk,dinov2_vits14,restored,content_region,5,candidate__hint_places2__synthetic_degradation__p223__water_stain_dirt__moderate__c00,synthetic_degradation__p223__water_stain_dirt__moderate,p223,hint_places2,suitable_for_preliminary_inspection,False,0.6261065006256104,0.37389349937438965,clip_vit_b32,0.7512820363044739,0.24871796369552612,fe__da043680e7a3a891d3d2,fe__6df925abc810878ab19d,False,True,True,False,False,fe__3242517ec7af2572d467,fe__4eed6cf9ef2c711e55e7,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=landscape_natural,case_neighbors.v1,ok,
neighbor_c86161353cfa3514815a,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,flagged,dinov2_vits14,restored,content_region,1,sd15__p00__s2026__fd2d9f09cc49,synthetic_degradation__p140__water_stain__severe,p140,stable_diffusion_inpainting,specialist_review_required,True,0.7390073537826538,0.2609926462173462,clip_vit_b32,0.8416813611984253,0.1583186388015747,fe__68f3464354cc06a459ec,fe__cf4848137f5988210225,True,True,False,False,False,fe__fabe0f665f0731977020,fe__a7785143307b81351f8c,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_29713181ceddbd7133f3,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,flagged,dinov2_vits14,restored,content_region,2,candidate__lama__canonical__p202__loss_small__c00,canonical__p202__loss_small,p202,lama,specialist_review_required,True,0.7047197222709656,0.2952802777290344,clip_vit_b32,0.7865749001502991,0.21342509984970093,fe__68f3464354cc06a459ec,fe__d1c719594bd24a6552bc,False,True,False,False,False,fe__fabe0f665f0731977020,fe__c929445116d7aa6bcef4,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_ae35ecec9ca3f4cc61a6,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,flagged,dinov2_vits14,restored,content_region,3,candidate__hint_places2__canonical__p202__loss_small__c00,canonical__p202__loss_small,p202,hint_places2,specialist_review_required,True,0.7037782669067383,0.2962217330932617,clip_vit_b32,0.7844938635826111,0.21550613641738892,fe__68f3464354cc06a459ec,fe__607c2ea79bef4a4ad65e,False,True,False,False,False,fe__fabe0f665f0731977020,fe__70ce9fec4cb35ffbb938,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_d3b3daa850612a62abb5,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,flagged,dinov2_vits14,restored,content_region,4,sd15__p00__s2026__3d92172a3aae,canonical__p202__mixed_damage,p202,stable_diffusion_inpainting,specialist_review_required,True,0.7024361491203308,0.2975638508796692,clip_vit_b32,0.8011695146560669,0.1988304853439331,fe__68f3464354cc06a459ec,fe__ab0a1267af699e189819,False,True,False,False,False,fe__fabe0f665f0731977020,fe__a66eb6429122b23a942d,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_2c154ea4602dc2adcf39,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,flagged,dinov2_vits14,restored,content_region,5,sd15__p00__s2026__bb5676f2f2c0,canonical__p202__loss_small,p202,stable_diffusion_inpainting,specialist_review_required,True,0.7015624642372131,0.29843753576278687,clip_vit_b32,0.7847874164581299,0.21521258354187012,fe__68f3464354cc06a459ec,fe__06063ebc53e55b3fdc51,False,True,False,False,False,fe__fabe0f665f0731977020,fe__e180e4d06815e8f0795f,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_a1e59179b1fc9a327178,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,lower_risk,dinov2_vits14,restored,content_region,1,candidate__lama__synthetic_degradation__p140__water_stain__severe__c00,synthetic_degradation__p140__water_stain__severe,p140,lama,suitable_for_preliminary_inspection,False,0.6157059073448181,0.3842940926551819,clip_vit_b32,0.8120596408843994,0.18794035911560059,fe__68f3464354cc06a459ec,fe__153e97ba264c258fc12c,True,True,False,False,False,fe__fabe0f665f0731977020,fe__32331902eb7fc97c3a49,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_a3cfb4b02e5d67f01e38,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,lower_risk,dinov2_vits14,restored,content_region,2,candidate__lama__synthetic_degradation__p140__partial_transparency__mild__c00,synthetic_degradation__p140__partial_transparency__mild,p140,lama,suitable_for_preliminary_inspection,False,0.6102627515792847,0.38973724842071533,clip_vit_b32,0.859947919845581,0.14005208015441895,fe__68f3464354cc06a459ec,fe__3e7c2118e67d2420b43a,True,True,False,False,False,fe__fabe0f665f0731977020,fe__4c682a140482911d2f6e,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_1c2f06e928d289673840,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,lower_risk,dinov2_vits14,restored,content_region,3,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,suitable_for_preliminary_inspection,False,0.5692472457885742,0.4307527542114258,clip_vit_b32,0.8306925296783447,0.16930747032165527,fe__68f3464354cc06a459ec,fe__684735157c638699fff3,False,True,False,False,False,fe__fabe0f665f0731977020,fe__8896ac1a9e193733b388,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_477c26636eabb1c40875,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,lower_risk,dinov2_vits14,restored,content_region,4,candidate__lama__synthetic_degradation__p140__water_stain_dirt__moderate__c00,synthetic_degradation__p140__water_stain_dirt__moderate,p140,lama,suitable_for_preliminary_inspection,False,0.5587611198425293,0.4412388801574707,clip_vit_b32,0.877375066280365,0.12262493371963501,fe__68f3464354cc06a459ec,fe__113403994b7f73ffb9d8,True,True,False,False,False,fe__fabe0f665f0731977020,fe__63f658caac27e0c4fe53,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_f8fe4e46e67728a38e71,query_05_architecture_structured_lower_risk,candidate__opencv_telea__synthetic_degradation__p026__dirt_dust__mild__c00,synthetic_degradation__p026__dirt_dust__mild,p026,opencv_telea,lower_risk,dinov2_vits14,restored,content_region,5,candidate__lama__synthetic_degradation__p140__water_stain__moderate__c00,synthetic_degradation__p140__water_stain__moderate,p140,lama,suitable_for_preliminary_inspection,False,0.5544886589050293,0.4455113410949707,clip_vit_b32,0.8517643213272095,0.14823567867279053,fe__68f3464354cc06a459ec,fe__c8a5e7d807ecd6fc86f8,True,True,False,False,False,fe__fabe0f665f0731977020,fe__272107747bdd4ebad0db,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=architecture_structured,case_neighbors.v1,ok,
neighbor_1a332191a84a12382530,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,flagged,dinov2_vits14,restored,content_region,1,candidate__hint_places2__canonical__p147__loss_large__c00,canonical__p147__loss_large,p147,hint_places2,specialist_review_required,True,0.8201348781585693,0.17986512184143066,clip_vit_b32,0.892433762550354,0.107566237449646,fe__4e0e11e30f58f1c48447,fe__3b9a5250dddaf3c9c4b3,True,True,False,False,False,fe__cc2df5c5e8e223108ff7,fe__33841146769d063ad0be,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_a958bf7988379b8721e1,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,flagged,dinov2_vits14,restored,content_region,2,candidate__hint_places2__canonical__p147__loss_small__c00,canonical__p147__loss_small,p147,hint_places2,specialist_review_required,True,0.7948086261749268,0.20519137382507324,clip_vit_b32,0.8839879035949707,0.1160120964050293,fe__4e0e11e30f58f1c48447,fe__296cb6c82fddc3faf0bb,True,True,False,False,False,fe__cc2df5c5e8e223108ff7,fe__9c7b4a61cdb4536d5537,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_56c81cd886920f6c76b2,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,flagged,dinov2_vits14,restored,content_region,3,candidate__lama__canonical__p147__loss_large__c00,canonical__p147__loss_large,p147,lama,specialist_review_required,True,0.7901619672775269,0.20983803272247314,clip_vit_b32,0.8881624341011047,0.11183756589889526,fe__4e0e11e30f58f1c48447,fe__b7fca431c049c38a44c5,True,True,True,False,False,fe__cc2df5c5e8e223108ff7,fe__0fc9fcc79a1dcfc1cd5f,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_9f1e320979c4a74c30b0,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,flagged,dinov2_vits14,restored,content_region,4,candidate__hint_places2__canonical__p147__scratch_thin__c00,canonical__p147__scratch_thin,p147,hint_places2,specialist_review_required,True,0.7892528772354126,0.2107471227645874,clip_vit_b32,0.8814200758934021,0.1185799241065979,fe__4e0e11e30f58f1c48447,fe__dfd8dd880481d5951730,True,True,False,False,False,fe__cc2df5c5e8e223108ff7,fe__a60f40c52db4535c8cb7,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_7ec5b379d3fbdccebe6f,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,flagged,dinov2_vits14,restored,content_region,5,candidate__hint_places2__canonical__p147__zero_control__c00,canonical__p147__zero_control,p147,hint_places2,do_not_rely_automatically,True,0.789202094078064,0.21079790592193604,clip_vit_b32,0.8768526911735535,0.12314730882644653,fe__4e0e11e30f58f1c48447,fe__5a7bf5592f65cee6f488,True,True,False,False,False,fe__cc2df5c5e8e223108ff7,fe__38c06303e91bc4672936,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_3f2efb71a95fcdbed919,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,lower_risk,dinov2_vits14,restored,content_region,1,candidate__lama__synthetic_degradation__p210__water_stain_dirt__moderate__c00,synthetic_degradation__p210__water_stain_dirt__moderate,p210,lama,suitable_for_preliminary_inspection,False,0.2954463064670563,0.7045536935329437,clip_vit_b32,0.789867639541626,0.21013236045837402,fe__4e0e11e30f58f1c48447,fe__77d450b50c729aa74367,False,True,True,False,False,fe__cc2df5c5e8e223108ff7,fe__83a85c44a4a16e460b38,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_63967bc42b89f4d2b95b,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,lower_risk,dinov2_vits14,restored,content_region,2,candidate__lama__synthetic_degradation__p210__water_stain__severe__c00,synthetic_degradation__p210__water_stain__severe,p210,lama,suitable_for_preliminary_inspection,False,0.29538673162460327,0.7046132683753967,clip_vit_b32,0.7999119758605957,0.2000880241394043,fe__4e0e11e30f58f1c48447,fe__57556bfb5e50ef17ddb2,False,True,True,False,False,fe__cc2df5c5e8e223108ff7,fe__cfedebb25c6baedda711,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_12568351d85cc319d897,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,lower_risk,dinov2_vits14,restored,content_region,3,candidate__lama__synthetic_degradation__p018__partial_transparency__mild__c00,synthetic_degradation__p018__partial_transparency__mild,p018,lama,suitable_for_preliminary_inspection,False,0.28950461745262146,0.7104953825473785,clip_vit_b32,0.7417138814926147,0.25828611850738525,fe__4e0e11e30f58f1c48447,fe__460ec89be89b57443ce7,False,True,True,False,False,fe__cc2df5c5e8e223108ff7,fe__70278a50782f104adb7d,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_455a39fcff958cb07698,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,lower_risk,dinov2_vits14,restored,content_region,4,candidate__lama__synthetic_degradation__p210__partial_transparency__mild__c00,synthetic_degradation__p210__partial_transparency__mild,p210,lama,suitable_for_preliminary_inspection,False,0.2893795967102051,0.7106204032897949,clip_vit_b32,0.807881772518158,0.19211822748184204,fe__4e0e11e30f58f1c48447,fe__30bf525b90f29d100453,False,True,True,False,False,fe__cc2df5c5e8e223108ff7,fe__ae1417b9660684e15526,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_240bd059b8e2c1ab6c9a,query_06_architecture_structured_flagged,candidate__lama__canonical__p021__loss_large__c00,canonical__p021__loss_large,p021,lama,lower_risk,dinov2_vits14,restored,content_region,5,candidate__lama__synthetic_degradation__p210__partial_transparency__severe__c00,synthetic_degradation__p210__partial_transparency__severe,p210,lama,suitable_for_preliminary_inspection,False,0.2883049547672272,0.7116950452327728,clip_vit_b32,0.7998743653297424,0.20012563467025757,fe__4e0e11e30f58f1c48447,fe__7b0fc11f3643eb21cbfa,False,True,True,False,False,fe__cc2df5c5e8e223108ff7,fe__93113d76608351c5919a,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=flagged; category=architecture_structured,case_neighbors.v1,ok,
neighbor_611dd960d2bbaa26b15b,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,1,sd15__p00__s2026__c8f8bf710272,canonical__p136__scratch_thin,p136,stable_diffusion_inpainting,specialist_review_required,True,0.7048940658569336,0.2951059341430664,clip_vit_b32,0.895770251750946,0.10422974824905396,fe__684735157c638699fff3,fe__b179e66377db7ae7aea5,False,True,True,False,False,fe__8896ac1a9e193733b388,fe__fa7248a40dc41681a3cb,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_8b91231433c0ca1d4d43,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,2,candidate__lama__canonical__p136__loss_large__c00,canonical__p136__loss_large,p136,lama,specialist_review_required,True,0.7022615671157837,0.2977384328842163,clip_vit_b32,0.9146802425384521,0.08531975746154785,fe__684735157c638699fff3,fe__12edbe913ddd1c38d37b,False,True,False,False,False,fe__8896ac1a9e193733b388,fe__92f276549d8376044915,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_d0fbb2a6ab8ea00a9638,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,3,sd15__p00__s2029__72f0287f7499,canonical__p136__scratch_thin,p136,stable_diffusion_inpainting,specialist_review_required,True,0.7014023661613464,0.29859763383865356,clip_vit_b32,0.895632803440094,0.104367196559906,fe__684735157c638699fff3,fe__41ac2e7d3639c4bee371,False,True,True,False,False,fe__8896ac1a9e193733b388,fe__50b610df2461d2cc956b,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_0146507da47146cb5abe,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,4,sd15__p00__s2027__991a4c551515,canonical__p136__scratch_thin,p136,stable_diffusion_inpainting,do_not_rely_automatically,True,0.6990742087364197,0.3009257912635803,clip_vit_b32,0.888360321521759,0.11163967847824097,fe__684735157c638699fff3,fe__86118be9f309cfff2b64,False,True,True,False,False,fe__8896ac1a9e193733b388,fe__b9db14376046b8b802ee,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_6fced8b242fd893e1578,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,flagged,dinov2_vits14,restored,content_region,5,sd15__p05__s2026__61243a55c37b,canonical__p136__scratch_thin,p136,stable_diffusion_inpainting,do_not_rely_automatically,True,0.6981602907180786,0.3018397092819214,clip_vit_b32,0.8940226435661316,0.10597735643386841,fe__684735157c638699fff3,fe__cf6d6338a4ad1352efb1,False,True,True,False,False,fe__8896ac1a9e193733b388,fe__a8dbe1dcd941a0d55a3f,flagged nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_f1ead9d2efbf4298a245,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,1,candidate__lama__synthetic_degradation__p026__partial_transparency__moderate__c00,synthetic_degradation__p026__partial_transparency__moderate,p026,lama,suitable_for_preliminary_inspection,False,0.5923900604248047,0.4076099395751953,clip_vit_b32,0.8233641386032104,0.17663586139678955,fe__684735157c638699fff3,fe__0edc10a3cb0693bb8260,False,True,False,False,False,fe__8896ac1a9e193733b388,fe__bfbc86975537f36ff1d3,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_467ce5178684ab1ca61f,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,2,candidate__lama__synthetic_degradation__p026__dirt_dust__severe__c00,synthetic_degradation__p026__dirt_dust__severe,p026,lama,suitable_for_preliminary_inspection,False,0.5738462209701538,0.4261537790298462,clip_vit_b32,0.8339364528656006,0.16606354713439941,fe__684735157c638699fff3,fe__6955fcef5c845a7ec19f,False,True,False,False,False,fe__8896ac1a9e193733b388,fe__f4ac094c106262512904,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_adb1111994c4bff09a69,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,3,candidate__lama__synthetic_degradation__p026__dirt_dust__moderate__c00,synthetic_degradation__p026__dirt_dust__moderate,p026,lama,suitable_for_preliminary_inspection,False,0.5720688104629517,0.42793118953704834,clip_vit_b32,0.8344305753707886,0.16556942462921143,fe__684735157c638699fff3,fe__75c51ea0cf637a7eda96,False,True,False,False,False,fe__8896ac1a9e193733b388,fe__5f8a473757b226ff4ab1,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
neighbor_15efcd38499ea0b51a47,query_07_high_texture_brushwork_lower_risk,sd15__p00__s2026__63b2979234cc,damage_size__p223__loss_large__size_08pct,p223,stable_diffusion_inpainting,lower_risk,dinov2_vits14,restored,content_region,4,candidate__hint_places2__synthetic_degradation__p026__dirt_dust__severe__c00,synthetic_degradation__p026__dirt_dust__severe,p026,hint_places2,suitable_for_preliminary_inspection,False,0.5709261894226074,0.4290738105773926,clip_vit_b32,0.8285180330276489,0.17148196697235107,fe__684735157c638699fff3,fe__697b4aad2c8d6b9ddd95,False,True,False,False,False,fe__8896ac1a9e193733b388,fe__7c0a7c42bf7c70166ef2,lower_risk nearest neighbor under dinov2_vits14; self/same-case/same-painting excluded; approved query role=lower_risk; category=high_texture_brushwork,case_neighbors.v1,ok,
