source_case_key,candidate_seed,candidate_id,dataset_name,case_id,painting_id,mask_type,prompt_variant_id,prompt_template_name,prompt_variant_family,prompt_variant_order,prompt,prompt_metadata_fields_used,prompt_metadata_missing_fields,prompt_metadata_missing_count,runtime_seconds,mean_abs_diff,max_abs_diff,validation_passed_bool,restored_path,generic_candidate_id,generic_runtime_seconds,generic_mean_abs_diff,generic_max_abs_diff,generic_validation_passed,generic_restored_path,delta_mean_abs_diff_vs_generic,abs_delta_mean_abs_diff_vs_generic,delta_runtime_seconds_vs_generic
canonical__p014_zero_control,2026,sd__can__p014__zero__p01_style_period__s2026__807714f46f,canonical,p014_zero_control,p014,zero_control,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,0.0186002999980701,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p014__zero__p01_style_period__s2026__807714f46f__restored_stable_diffusion_inpainting.png,sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf,0.0134026000014273,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf__restored_stable_diffusion_inpainting.png,0.0,0.0,0.0051976999966428
canonical__p014_zero_control,2026,sd__can__p014__zero__p02_artist__s2026__fdb4cf1ae2,canonical,p014_zero_control,p014,zero_control,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Charles-François Daubigny while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,0.003386500000488,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p014__zero__p02_artist__s2026__fdb4cf1ae2__restored_stable_diffusion_inpainting.png,sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf,0.0134026000014273,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.0100161000009393
canonical__p014_zero_control,2026,sd__can__p014__zero__p03_artist_style_p__s2026__b78593b4b9,canonical,p014_zero_control,p014,zero_control,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Charles-François Daubigny while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,0.002674699993804,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p014__zero__p03_artist_style_p__s2026__b78593b4b9__restored_stable_diffusion_inpainting.png,sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf,0.0134026000014273,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.0107279000076233
canonical__p014_zero_control,2026,sd__can__p014__zero__p04_full_context__s2026__389d299b29,canonical,p014_zero_control,p014,zero_control,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Landscape on a River, by Charles-François Daubigny, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,0.0025649000017438,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p014__zero__p04_full_context__s2026__389d299b29__restored_stable_diffusion_inpainting.png,sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf,0.0134026000014273,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p014__zero__p00_generic__s2026__b6b0b2c4cf__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.0108376999996835
canonical__p018_loss_large,2026,sd__can__p018__loss_large__p01_style_period__s2026__31fafbae30,canonical,p018_loss_large,p018,loss_large,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,10.122812700006762,10.96336986400463,240.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p018__loss_large__p01_style_period__s2026__31fafbae30__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,9.780184400005965,10.902905499493636,245.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3__restored_stable_diffusion_inpainting.png,0.06046436451099346,0.06046436451099346,0.342628300000797
canonical__p018_loss_large,2026,sd__can__p018__loss_large__p02_artist__s2026__8cce19470f,canonical,p018_loss_large,p018,loss_large,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,10.03114619999542,10.863926075122974,245.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p018__loss_large__p02_artist__s2026__8cce19470f__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,9.780184400005965,10.902905499493636,245.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3__restored_stable_diffusion_inpainting.png,-0.038979424370662485,0.038979424370662485,0.2509617999894562
canonical__p018_loss_large,2026,sd__can__p018__loss_large__p03_artist_style_p__s2026__dcd9dc6486,canonical,p018_loss_large,p018,loss_large,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,10.160299800001669,10.812430487738716,245.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p018__loss_large__p03_artist_style_p__s2026__dcd9dc6486__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,9.780184400005965,10.902905499493636,245.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3__restored_stable_diffusion_inpainting.png,-0.09047501175492023,0.09047501175492023,0.3801153999957041
canonical__p018_loss_large,2026,sd__can__p018__loss_large__p04_full_context__s2026__f9189dfac5,canonical,p018_loss_large,p018,loss_large,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,10.00618620000023,11.017143532081889,245.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p018__loss_large__p04_full_context__s2026__f9189dfac5__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3,9.780184400005965,10.902905499493636,245.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_large__p00_generic__s2026__e0a0a503e3__restored_stable_diffusion_inpainting.png,0.11423803258825238,0.11423803258825238,0.22600179999426473
canonical__p018_loss_small,2026,sd__can__p018__loss_small__p01_style_period__s2026__e86c9002db,canonical,p018_loss_small,p018,loss_small,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,10.098357199996826,3.677390769675926,255.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p018__loss_small__p01_style_period__s2026__e86c9002db__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_small__p00_generic__s2026__1154a2b679,9.731620299993663,3.657692238136574,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_small__p00_generic__s2026__1154a2b679__restored_stable_diffusion_inpainting.png,0.019698531539352082,0.019698531539352082,0.36673690000316306
canonical__p018_loss_small,2026,sd__can__p018__loss_small__p02_artist__s2026__279bd7997f,canonical,p018_loss_small,p018,loss_small,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.956312900001649,3.641339902524595,255.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p018__loss_small__p02_artist__s2026__279bd7997f__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_small__p00_generic__s2026__1154a2b679,9.731620299993663,3.657692238136574,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_small__p00_generic__s2026__1154a2b679__restored_stable_diffusion_inpainting.png,-0.01635233561197902,0.01635233561197902,0.22469260000798563
canonical__p018_loss_small,2026,sd__can__p018__loss_small__p03_artist_style_p__s2026__9f40afcb17,canonical,p018_loss_small,p018,loss_small,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.887407599992002,3.654727511935764,255.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p018__loss_small__p03_artist_style_p__s2026__9f40afcb17__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_small__p00_generic__s2026__1154a2b679,9.731620299993663,3.657692238136574,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_small__p00_generic__s2026__1154a2b679__restored_stable_diffusion_inpainting.png,-0.0029647262008101194,0.0029647262008101194,0.15578729999833918
canonical__p018_loss_small,2026,sd__can__p018__loss_small__p04_full_context__s2026__f04ffa8780,canonical,p018_loss_small,p018,loss_small,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,10.013530600001104,3.634701199001736,255.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p018__loss_small__p04_full_context__s2026__f04ffa8780__restored_stable_diffusion_inpainting.png,sd__can__p018__loss_small__p00_generic__s2026__1154a2b679,9.731620299993663,3.657692238136574,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__loss_small__p00_generic__s2026__1154a2b679__restored_stable_diffusion_inpainting.png,-0.0229910391348378,0.0229910391348378,0.281910300007441
canonical__p018_mixed_damage,2026,sd__can__p018__mixed_damage__p01_style_period__s2026__2c54ceb343,canonical,p018_mixed_damage,p018,mixed_damage,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.954132799990475,13.898787321867768,255.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p018__mixed_damage__p01_style_period__s2026__2c54ceb343__restored_stable_diffusion_inpainting.png,sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b,9.774616199996672,13.919639304832176,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b__restored_stable_diffusion_inpainting.png,-0.020851982964407156,0.020851982964407156,0.17951659999380354
canonical__p018_mixed_damage,2026,sd__can__p018__mixed_damage__p02_artist__s2026__fa68968fd7,canonical,p018_mixed_damage,p018,mixed_damage,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.957653500008746,13.815108687789351,255.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p018__mixed_damage__p02_artist__s2026__fa68968fd7__restored_stable_diffusion_inpainting.png,sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b,9.774616199996672,13.919639304832176,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b__restored_stable_diffusion_inpainting.png,-0.1045306170428244,0.1045306170428244,0.1830373000120744
canonical__p018_mixed_damage,2026,sd__can__p018__mixed_damage__p03_artist_style_p__s2026__d7ef23ed89,canonical,p018_mixed_damage,p018,mixed_damage,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.967444199995953,13.826640941478589,255.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p018__mixed_damage__p03_artist_style_p__s2026__d7ef23ed89__restored_stable_diffusion_inpainting.png,sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b,9.774616199996672,13.919639304832176,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b__restored_stable_diffusion_inpainting.png,-0.09299836335358691,0.09299836335358691,0.19282799999928102
canonical__p018_mixed_damage,2026,sd__can__p018__mixed_damage__p04_full_context__s2026__6ced308061,canonical,p018_mixed_damage,p018,mixed_damage,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.930505600001196,13.772375601309315,255.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p018__mixed_damage__p04_full_context__s2026__6ced308061__restored_stable_diffusion_inpainting.png,sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b,9.774616199996672,13.919639304832176,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__mixed_damage__p00_generic__s2026__77c133cd5b__restored_stable_diffusion_inpainting.png,-0.1472637035228601,0.1472637035228601,0.1558894000045239
canonical__p018_scratch_thin,2026,sd__can__p018__scratch_thin__p01_style_period__s2026__e03cf04bf6,canonical,p018_scratch_thin,p018,scratch_thin,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,9.98936639999738,2.3167232937282987,255.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p018__scratch_thin__p01_style_period__s2026__e03cf04bf6__restored_stable_diffusion_inpainting.png,sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a,9.782233700010693,2.319347240306713,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a__restored_stable_diffusion_inpainting.png,-0.002623946578414138,0.002623946578414138,0.20713269998668693
canonical__p018_scratch_thin,2026,sd__can__p018__scratch_thin__p02_artist__s2026__fa2edecd18,canonical,p018_scratch_thin,p018,scratch_thin,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,9.959858400005032,2.345760769314236,255.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p018__scratch_thin__p02_artist__s2026__fa2edecd18__restored_stable_diffusion_inpainting.png,sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a,9.782233700010693,2.319347240306713,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a__restored_stable_diffusion_inpainting.png,0.026413529007523362,0.026413529007523362,0.1776246999943396
canonical__p018_scratch_thin,2026,sd__can__p018__scratch_thin__p03_artist_style_p__s2026__69621a89b2,canonical,p018_scratch_thin,p018,scratch_thin,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,9.972685600005208,2.3300131338614003,255.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p018__scratch_thin__p03_artist_style_p__s2026__69621a89b2__restored_stable_diffusion_inpainting.png,sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a,9.782233700010693,2.319347240306713,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a__restored_stable_diffusion_inpainting.png,0.0106658935546875,0.0106658935546875,0.19045189999451573
canonical__p018_scratch_thin,2026,sd__can__p018__scratch_thin__p04_full_context__s2026__fb879521dd,canonical,p018_scratch_thin,p018,scratch_thin,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,9.955410399998073,2.356501826533565,255.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p018__scratch_thin__p04_full_context__s2026__fb879521dd__restored_stable_diffusion_inpainting.png,sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a,9.782233700010693,2.319347240306713,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__scratch_thin__p00_generic__s2026__8b8288a54a__restored_stable_diffusion_inpainting.png,0.03715458622685208,0.03715458622685208,0.17317669998737983
canonical__p018_zero_control,2026,sd__can__p018__zero__p01_style_period__s2026__5c8e86c1a5,canonical,p018_zero_control,p018,zero_control,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,0.0077825000043958,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p018__zero__p01_style_period__s2026__5c8e86c1a5__restored_stable_diffusion_inpainting.png,sd__can__p018__zero__p00_generic__s2026__dae8f85992,0.0120077000028686,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__zero__p00_generic__s2026__dae8f85992__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.004225199998472801
canonical__p018_zero_control,2026,sd__can__p018__zero__p02_artist__s2026__fab367f6aa,canonical,p018_zero_control,p018,zero_control,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,0.0031574999884469,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p018__zero__p02_artist__s2026__fab367f6aa__restored_stable_diffusion_inpainting.png,sd__can__p018__zero__p00_generic__s2026__dae8f85992,0.0120077000028686,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__zero__p00_generic__s2026__dae8f85992__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.0088502000144217
canonical__p018_zero_control,2026,sd__can__p018__zero__p03_artist_style_p__s2026__1b90f6a9ea,canonical,p018_zero_control,p018,zero_control,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Henri Mauperché while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,0.0024196000013034,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p018__zero__p03_artist_style_p__s2026__1b90f6a9ea__restored_stable_diffusion_inpainting.png,sd__can__p018__zero__p00_generic__s2026__dae8f85992,0.0120077000028686,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__zero__p00_generic__s2026__dae8f85992__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.009588100001565202
canonical__p018_zero_control,2026,sd__can__p018__zero__p04_full_context__s2026__18fa176f20,canonical,p018_zero_control,p018,zero_control,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Classical Landscape with Figures, by Henri Mauperché, categorized as landscape_natural while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,0.0025057000020751,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p018__zero__p04_full_context__s2026__18fa176f20__restored_stable_diffusion_inpainting.png,sd__can__p018__zero__p00_generic__s2026__dae8f85992,0.0120077000028686,0.0,0.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p018__zero__p00_generic__s2026__dae8f85992__restored_stable_diffusion_inpainting.png,0.0,0.0,-0.0095020000007935
canonical__p024_loss_large,2026,sd__can__p024__loss_large__p01_style_period__s2026__f164659295,canonical,p024_loss_large,p024,loss_large,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,10.018373099999735,15.76307452166522,255.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p024__loss_large__p01_style_period__s2026__f164659295__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a,9.83246489999874,15.945638020833334,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a__restored_stable_diffusion_inpainting.png,-0.1825634991681131,0.1825634991681131,0.18590820000099484
canonical__p024_loss_large,2026,sd__can__p024__loss_large__p02_artist__s2026__3ed0859fd4,canonical,p024_loss_large,p024,loss_large,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Johannes Bosboom while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,10.008989300011308,15.746133874963832,255.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p024__loss_large__p02_artist__s2026__3ed0859fd4__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a,9.83246489999874,15.945638020833334,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a__restored_stable_diffusion_inpainting.png,-0.19950414586950238,0.19950414586950238,0.17652440001256764
canonical__p024_loss_large,2026,sd__can__p024__loss_large__p03_artist_style_p__s2026__945e5a8b73,canonical,p024_loss_large,p024,loss_large,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Johannes Bosboom while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,10.001738500010106,15.735853407118055,255.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p024__loss_large__p03_artist_style_p__s2026__945e5a8b73__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a,9.83246489999874,15.945638020833334,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a__restored_stable_diffusion_inpainting.png,-0.20978461371527857,0.20978461371527857,0.1692736000113655
canonical__p024_loss_large,2026,sd__can__p024__loss_large__p04_full_context__s2026__ad880054e7,canonical,p024_loss_large,p024,loss_large,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Interior of the Church of St Bavo in Haarlem, by Johannes Bosboom, categorized as architecture_structured while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,10.053023000000394,15.489062839084202,255.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p024__loss_large__p04_full_context__s2026__ad880054e7__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a,9.83246489999874,15.945638020833334,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_large__p00_generic__s2026__d0b0921a8a__restored_stable_diffusion_inpainting.png,-0.45657518174913214,0.45657518174913214,0.22055810000165366
canonical__p024_loss_small,2026,sd__can__p024__loss_small__p01_style_period__s2026__91b736e5e6,canonical,p024_loss_small,p024,loss_small,p01_style_period,style_period_context,contextual,1,"restore the damaged or missing area of this historical artwork painting while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[],[style_period],1,10.03758819999348,7.017594514069734,255.0,True,data/processed/restored/stable_diffusion/canonical/p01_style_period/sd__can__p024__loss_small__p01_style_period__s2026__91b736e5e6__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_small__p00_generic__s2026__953199848e,9.779301400005352,7.011764526367188,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_small__p00_generic__s2026__953199848e__restored_stable_diffusion_inpainting.png,0.005829987702545836,0.005829987702545836,0.2582867999881291
canonical__p024_loss_small,2026,sd__can__p024__loss_small__p02_artist__s2026__17c628d031,canonical,p024_loss_small,p024,loss_small,p02_artist,artist_context,contextual,2,"restore the damaged or missing area of this painting by Johannes Bosboom while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[],0,10.07345750000968,7.008587307400173,255.0,True,data/processed/restored/stable_diffusion/canonical/p02_artist/sd__can__p024__loss_small__p02_artist__s2026__17c628d031__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_small__p00_generic__s2026__953199848e,9.779301400005352,7.011764526367188,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_small__p00_generic__s2026__953199848e__restored_stable_diffusion_inpainting.png,-0.003177218967015172,0.003177218967015172,0.29415610000432757
canonical__p024_loss_small,2026,sd__can__p024__loss_small__p03_artist_style_p__s2026__c434ba96dd,canonical,p024_loss_small,p024,loss_small,p03_artist_style_period,artist_style_period_context,contextual,3,"restore the damaged or missing area of this historical artwork painting by Johannes Bosboom while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context",[artist],[style_period],1,10.01101380000182,7.009030377423322,255.0,True,data/processed/restored/stable_diffusion/canonical/p03_artist_style_period/sd__can__p024__loss_small__p03_artist_style_p__s2026__c434ba96dd__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_small__p00_generic__s2026__953199848e,9.779301400005352,7.011764526367188,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_small__p00_generic__s2026__953199848e__restored_stable_diffusion_inpainting.png,-0.0027341489438663658,0.0027341489438663658,0.23171239999646787
canonical__p024_loss_small,2026,sd__can__p024__loss_small__p04_full_context__s2026__b1c7189c55,canonical,p024_loss_small,p024,loss_small,p04_full_context,artwork_full_context,contextual,4,"restore the damaged or missing area of this painting titled Interior of the Church of St Bavo in Haarlem, by Johannes Bosboom, categorized as architecture_structured while preserving the original composition, colour palette, brushwork, texture, lighting, age, and surrounding visual context","[artist, title, category]",[style_period],1,10.001044099990397,6.965646814416956,255.0,True,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p024__loss_small__p04_full_context__s2026__b1c7189c55__restored_stable_diffusion_inpainting.png,sd__can__p024__loss_small__p00_generic__s2026__953199848e,9.779301400005352,7.011764526367188,255.0,True,data/processed/restored/stable_diffusion/canonical/p00_generic/sd__can__p024__loss_small__p00_generic__s2026__953199848e__restored_stable_diffusion_inpainting.png,-0.04611771195023273,0.04611771195023273,0.22174269998504492
