report_case_id,report_dataset_name,report_painting_id,report_source_case_id,report_mask_type,report_model_name,report_is_zero_control,clean_path,damaged_path,mask_path,restored_path,runtime_seconds,started_at_utc,completed_at_utc,status,issue,clean_painting_id,clean_category,clean_title,clean_artist,clean_date,clean_style_or_period,clean_medium,clean_source,clean_source_url,clean_license,clean_filename,clean_content_x_min,clean_content_y_min,clean_content_x_max,clean_content_y_max,report_category,report_title,report_artist,report_date,report_style,report_medium,report_source,report_source_url,report_license,difference_map_figure_filename,difference_map_figure_path,difference_map_figure_sha256,difference_map_figure_size_bytes_disk,difference_map_figure_filesize_mb,difference_map_generation_runtime_seconds,spatial_mask_area_pixels,spatial_mask_area_fraction_full,spatial_mask_area_percentage_full,spatial_masked_pixel_count,spatial_outside_mask_pixel_count,spatial_boundary_pixel_count,spatial_improvement_mean_full,spatial_improvement_boundary_mean,spatial_improvement_outside_mask_mean,spatial_damaged_error_masked_mean,spatial_restored_error_masked_mean,spatial_damaged_error_boundary_mean,spatial_restored_error_boundary_mean,spatial_flag_net_masked_degradation,spatial_flag_boundary_degradation,spatial_flag_outside_mask_degradation,spatial_flag_high_negative_masked_percentage,spatial_spatial_flag_count,spatial_boundary_net_change_class,spatial_outside_mask_net_change_class,report_has_difference_map,report_has_mask_bbox_lpips,report_has_mask_bbox_feature_similarity
opencv_telea__canonical__canonical__p036_zero_control,canonical,p036,canonical__p036_zero_control,zero_control,opencv_telea,True,data/processed/clean/p036_clean.png,data/processed/masked/p036_zero_control_damaged.png,data/processed/masks/p036_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p036_zero_control_restored_opencv_telea.png,0.2985602000262588,2026-07-26T14:04:56.917322+00:00,2026-07-26T14:04:57.216214+00:00,ok,,p036,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,,,,Art Institute of Chicago,https://www.artic.edu/artworks/109819/lozenge-composition-with-yellow-black-blue-red-and-gray,CC0 Public Domain Designation,p036.jpg,0,0,768,768,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",Piet Mondrian,,,,Art Institute of Chicago,https://www.artic.edu/artworks/109819/lozenge-composition-with-yellow-black-blue-red-and-gray,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p036_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p036_zero_control_difference_maps.png,f733fb1da46f362dd8d4336c235f7d83c603432f9a470d1e12090846a88492a0,875073,0.8345346450805664,5.403949600004125,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p037_loss_large,canonical,p037,canonical__p037_loss_large,loss_large,opencv_telea,False,data/processed/clean/p037_clean.png,data/processed/masked/p037_loss_large_damaged.png,data/processed/masks/p037_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p037_loss_large_restored_opencv_telea.png,0.5691700999741443,2026-07-26T14:04:57.217250+00:00,2026-07-26T14:04:57.788145+00:00,ok,,p037,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,p037.jpg,0,94,768,673,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p037_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p037_loss_large_difference_maps.png,9e509aa46a49bb73e684636ee8f8967cc10febbd057fb4da898aa915f08083e5,2139073,2.0399789810180664,6.075495900004171,47063,0.0797915988498264,7.979159884982639,47063,542761,10945,8.67817497253418,72.41829681396484,0.0,140.8318634033203,32.07133865356445,76.6100845336914,4.191777229309082,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p037_loss_small,canonical,p037,canonical__p037_loss_small,loss_small,opencv_telea,False,data/processed/clean/p037_clean.png,data/processed/masked/p037_loss_small_damaged.png,data/processed/masks/p037_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p037_loss_small_restored_opencv_telea.png,0.516210499976296,2026-07-26T14:04:57.789191+00:00,2026-07-26T14:04:58.306148+00:00,ok,,p037,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,p037.jpg,0,94,768,673,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p037_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p037_loss_small_difference_maps.png,8076b8a667a11238afee48cd727d8c5319c75accd71391530363dba07c7a2f4b,2058913,1.9635324478149412,6.6031989000039175,15897,0.0269521077473958,2.695210774739583,15897,573927,13493,3.806746244430542,67.13629150390625,0.0,154.2303924560547,12.989243507385254,70.21077728271484,3.074483156204224,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p037_mixed_damage,canonical,p037,canonical__p037_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p037_clean.png,data/processed/masked/p037_mixed_damage_damaged.png,data/processed/masks/p037_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p037_mixed_damage_restored_opencv_telea.png,0.5770313999964856,2026-07-26T14:04:58.309153+00:00,2026-07-26T14:04:58.886064+00:00,ok,,p037,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,p037.jpg,0,94,768,673,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p037_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p037_mixed_damage_difference_maps.png,82c5fe5b0efeab9b2d8d66b232677295346bb4d99de621a4f4967cc6d507b520,2316951,2.2096166610717773,6.479388799984008,44213,0.0749596489800347,7.495964898003472,44213,545611,47839,10.83524227142334,55.62889099121094,0.0,164.2168731689453,19.66920661926269,58.21941757202149,2.59053635597229,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p037_scratch_thin,canonical,p037,canonical__p037_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p037_clean.png,data/processed/masked/p037_scratch_thin_damaged.png,data/processed/masks/p037_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p037_scratch_thin_restored_opencv_telea.png,0.5233407000196166,2026-07-26T14:04:58.887132+00:00,2026-07-26T14:04:59.411181+00:00,ok,,p037,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,p037.jpg,0,94,768,673,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p037_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p037_scratch_thin_difference_maps.png,2756d378d5b12448e7ece18027f3e0397c4efb660e8b1fd23b23080f1cb493ae,2120237,2.0220155715942383,6.005934500019066,7718,0.0130852593315972,1.308525933159722,7718,582106,30934,1.7010985612869265,32.43513870239258,0.0,137.51451110839844,7.513388633728027,34.309722900390625,1.8745825290679927,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p037_zero_control,canonical,p037,canonical__p037_zero_control,zero_control,opencv_telea,True,data/processed/clean/p037_clean.png,data/processed/masked/p037_zero_control_damaged.png,data/processed/masks/p037_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p037_zero_control_restored_opencv_telea.png,0.4965152999502606,2026-07-26T14:04:59.412228+00:00,2026-07-26T14:04:59.910071+00:00,ok,,p037,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,p037.jpg,0,94,768,673,abstraction_surrealism,In the Sea,Arnold Böcklin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/110507/in-the-sea,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p037_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p037_zero_control_difference_maps.png,6e182b9caf717346104a98be5a3130a56fc5c54d797ef3c659d696607954fe2c,1961425,1.870560646057129,6.409734299988486,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p038_loss_large,canonical,p038,canonical__p038_loss_large,loss_large,opencv_telea,False,data/processed/clean/p038_clean.png,data/processed/masked/p038_loss_large_damaged.png,data/processed/masks/p038_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p038_loss_large_restored_opencv_telea.png,0.4887190000154078,2026-07-26T14:04:59.914098+00:00,2026-07-26T14:05:00.398961+00:00,ok,,p038,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,p038.jpg,0,97,768,670,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p038_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p038_loss_large_difference_maps.png,bb663fce73eb18d0079d0cc70c93aca9d59cf9b6ae606858c13479bcf682d6ba,2374473,2.2644739151000977,6.015296900004614,61070,0.1035393608940972,10.353936089409723,61070,528754,11250,12.243772506713867,66.751220703125,0.0,155.75665283203125,37.50431442260742,74.14494323730469,7.393718242645264,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p038_loss_small,canonical,p038,canonical__p038_loss_small,loss_small,opencv_telea,False,data/processed/clean/p038_clean.png,data/processed/masked/p038_loss_small_damaged.png,data/processed/masks/p038_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p038_loss_small_restored_opencv_telea.png,0.4002677000244148,2026-07-26T14:05:00.403035+00:00,2026-07-26T14:05:00.803672+00:00,ok,,p038,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,p038.jpg,0,97,768,670,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p038_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p038_loss_small_difference_maps.png,c0f3db186aecb3f04fa8e01b5af5ebd6531c1c7ca2c9c4623dea9d6ff3a85a76,2294575,2.188277244567871,6.321828200016171,20821,0.0353003607855902,3.530036078559028,20821,569003,14764,5.130504131317139,70.8634033203125,0.0,160.0937042236328,14.755119323730469,74.5386734008789,3.675268411636353,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p038_mixed_damage,canonical,p038,canonical__p038_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p038_clean.png,data/processed/masked/p038_mixed_damage_damaged.png,data/processed/masks/p038_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p038_mixed_damage_restored_opencv_telea.png,0.451910300005693,2026-07-26T14:05:00.806910+00:00,2026-07-26T14:05:01.257964+00:00,ok,,p038,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,p038.jpg,0,97,768,670,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p038_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p038_mixed_damage_difference_maps.png,b37918f53f212ef0f011ccb61f9bc8ce55c82b4b4de2cb6c8877b0274807dccc,2423579,2.311305046081543,6.430524699972011,37262,0.0631747775607639,6.317477756076389,37262,552562,30843,8.85574722290039,58.36319351196289,0.0,160.6279296875,20.44937896728516,62.45466995239258,4.0914740562438965,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p038_scratch_thin,canonical,p038,canonical__p038_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p038_clean.png,data/processed/masked/p038_scratch_thin_damaged.png,data/processed/masks/p038_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p038_scratch_thin_restored_opencv_telea.png,0.4074064000160433,2026-07-26T14:05:01.260628+00:00,2026-07-26T14:05:01.665822+00:00,ok,,p038,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,p038.jpg,0,97,768,670,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p038_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p038_scratch_thin_difference_maps.png,1843b634d0e1dca6c0c88a5699f88bec1ed73db7ada064071fff05f5ad580763,2329828,2.2218971252441406,8.28976120002335,7229,0.0122561984592013,1.2256198459201388,7229,582595,31863,1.8876241445541384,34.942283630371094,0.0,160.473876953125,6.460044860839844,36.40792465209961,1.465639352798462,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p038_zero_control,canonical,p038,canonical__p038_zero_control,zero_control,opencv_telea,True,data/processed/clean/p038_clean.png,data/processed/masked/p038_zero_control_damaged.png,data/processed/masks/p038_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p038_zero_control_restored_opencv_telea.png,0.3809637999511324,2026-07-26T14:05:01.670059+00:00,2026-07-26T14:05:02.049589+00:00,ok,,p038,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,p038.jpg,0,97,768,670,abstraction_surrealism,Mahana no atua (Day of the God),Paul Gauguin,,,,Art Institute of Chicago,https://www.artic.edu/artworks/27943/mahana-no-atua-day-of-the-god,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p038_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p038_zero_control_difference_maps.png,f2a9d0308ba78d2ca8bf2effb8579ca7e12851ea19bab989a5ea2274ec91faaf,2175409,2.074631690979004,6.122073000005912,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p039_loss_large,canonical,p039,canonical__p039_loss_large,loss_large,opencv_telea,False,data/processed/clean/p039_clean.png,data/processed/masked/p039_loss_large_damaged.png,data/processed/masks/p039_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p039_loss_large_restored_opencv_telea.png,0.4651203999528661,2026-07-26T14:05:02.053301+00:00,2026-07-26T14:05:02.520084+00:00,ok,,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,p039.jpg,0,102,768,666,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p039_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p039_loss_large_difference_maps.png,57024cf57a89ba9767045d3e3b67f9b1faf1b4a744109b73211c95bdd002e247,2216980,2.114276885986328,6.107427800016012,47259,0.0801239013671875,8.01239013671875,47259,542565,10875,6.994709491729736,47.00506210327149,0.0,105.44071197509766,18.142038345336918,51.61863708496094,4.6135783195495605,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p039_loss_small,canonical,p039,canonical__p039_loss_small,loss_small,opencv_telea,False,data/processed/clean/p039_clean.png,data/processed/masked/p039_loss_small_damaged.png,data/processed/masks/p039_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p039_loss_small_restored_opencv_telea.png,0.3884780000080354,2026-07-26T14:05:02.522227+00:00,2026-07-26T14:05:02.910919+00:00,ok,,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,p039.jpg,0,102,768,666,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p039_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p039_loss_small_difference_maps.png,079c53e003cbd55bf3ea1525a1fed474721c6bdfdd1d85e6f0050d5d1bc50e28,2151926,2.052236557006836,6.288229900004808,13792,0.0233832465277777,2.3383246527777777,13792,576032,11608,2.850646734237671,57.53359603881836,0.0,133.5264892578125,11.616686820983888,60.99351119995117,3.4599125385284424,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p039_mixed_damage,canonical,p039,canonical__p039_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p039_clean.png,data/processed/masked/p039_mixed_damage_damaged.png,data/processed/masks/p039_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p039_mixed_damage_restored_opencv_telea.png,0.4439962999895215,2026-07-26T14:05:02.912945+00:00,2026-07-26T14:05:03.357628+00:00,ok,,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,p039.jpg,0,102,768,666,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p039_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p039_mixed_damage_difference_maps.png,ed8f68d996df0bc56702d507ff4e73a3cedf868b39a1007106e4aa8e5281e9fb,2404039,2.292670249938965,6.112197099952027,44799,0.0759531656901041,7.595316569010417,44799,545025,43976,10.452919006347656,47.094329833984375,0.0,156.10240173339844,18.47919273376465,50.69790267944336,3.603571653366089,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p039_scratch_thin,canonical,p039,canonical__p039_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p039_clean.png,data/processed/masked/p039_scratch_thin_damaged.png,data/processed/masks/p039_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p039_scratch_thin_restored_opencv_telea.png,0.4106386000057682,2026-07-26T14:05:03.357628+00:00,2026-07-26T14:05:03.770770+00:00,ok,,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,p039.jpg,0,102,768,666,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p039_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p039_scratch_thin_difference_maps.png,fb81a1ccedb6b319c9df12cc40caff243c1aa15e6bc9eb8fa17bec35c65941e5,2297624,2.1911849975585938,6.096079599985387,11005,0.0186581081814236,1.8658108181423607,11005,578819,42811,2.4571292400360107,33.834861755371094,0.0,139.74029541015625,8.04800796508789,35.9025764465332,2.067716360092163,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p039_zero_control,canonical,p039,canonical__p039_zero_control,zero_control,opencv_telea,True,data/processed/clean/p039_clean.png,data/processed/masked/p039_zero_control_damaged.png,data/processed/masks/p039_zero_control_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p039_zero_control_restored_opencv_telea.png,0.3753147000097669,2026-07-26T14:05:03.772795+00:00,2026-07-26T14:05:04.148716+00:00,ok,,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,p039.jpg,0,102,768,666,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/8983/painting-with-troika,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p039_zero_control_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p039_zero_control_difference_maps.png,bd98806b06f2e07d8b1d20cf95272674b0b6aa50281b778b09b34745131d8cd2,2073910,1.977834701538086,5.88094339997042,0,0.0,0.0,0,589824,0,0.0,,0.0,,,,,False,False,False,False,0,unchanged_or_undefined,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p040_loss_large,canonical,p040,canonical__p040_loss_large,loss_large,opencv_telea,False,data/processed/clean/p040_clean.png,data/processed/masked/p040_loss_large_damaged.png,data/processed/masks/p040_loss_large_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p040_loss_large_restored_opencv_telea.png,0.4186625999864191,2026-07-26T14:05:04.150777+00:00,2026-07-26T14:05:04.569718+00:00,ok,,p040,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,p040.jpg,0,88,768,680,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p040_loss_large_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p040_loss_large_difference_maps.png,62b7493e532eab796020d5d273bb90f41680aac56b39ebe24d21e0364246521f,2605896,2.485176086425781,6.207595799991395,62428,0.1058417426215277,10.584174262152777,62428,527396,11716,16.318086624145508,79.44380187988281,0.0,182.85520935058597,28.68085479736328,84.43863677978516,4.994822025299072,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p040_loss_small,canonical,p040,canonical__p040_loss_small,loss_small,opencv_telea,False,data/processed/clean/p040_clean.png,data/processed/masked/p040_loss_small_damaged.png,data/processed/masks/p040_loss_small_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p040_loss_small_restored_opencv_telea.png,0.3500081999809481,2026-07-26T14:05:04.571731+00:00,2026-07-26T14:05:04.920871+00:00,ok,,p040,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,p040.jpg,0,88,768,680,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p040_loss_small_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p040_loss_small_difference_maps.png,5e7e57452cea09cfd4bba6fc1a8a3b1fbbf4c967e5fcb8e29e21c7510ce1b38f,2508186,2.3919925689697266,5.8414730000076815,18450,0.031280517578125,3.1280517578125,18450,571374,15999,4.458495616912842,68.36398315429688,0.0,162.70289611816406,20.170225143432617,73.63736724853516,5.273392200469971,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p040_mixed_damage,canonical,p040,canonical__p040_mixed_damage,mixed_damage,opencv_telea,False,data/processed/clean/p040_clean.png,data/processed/masked/p040_mixed_damage_damaged.png,data/processed/masks/p040_mixed_damage_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p040_mixed_damage_restored_opencv_telea.png,0.4070497000357136,2026-07-26T14:05:04.923930+00:00,2026-07-26T14:05:05.328545+00:00,ok,,p040,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,p040.jpg,0,88,768,680,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p040_mixed_damage_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p040_mixed_damage_difference_maps.png,74f1bb2244869f68d5d3baa278bc1bd22396ad2dcaa22420b6ec483c4146bbd0,2664083,2.540667533874512,6.260513599961996,42202,0.0715501573350694,7.155015733506945,42202,547622,39315,10.040203094482422,59.39036560058594,0.0,156.5657958984375,16.241806030273438,63.15132141113281,3.760956287384033,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
opencv_telea__canonical__canonical__p040_scratch_thin,canonical,p040,canonical__p040_scratch_thin,scratch_thin,opencv_telea,False,data/processed/clean/p040_clean.png,data/processed/masked/p040_scratch_thin_damaged.png,data/processed/masks/p040_scratch_thin_mask.png,data/processed/restored/opencv_telea/canonical/canonical__p040_scratch_thin_restored_opencv_telea.png,0.3333771000034176,2026-07-26T14:05:05.332119+00:00,2026-07-26T14:05:05.666552+00:00,ok,,p040,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,p040.jpg,0,88,768,680,abstraction_surrealism,Houses at Murnau,Wassily Kandinsky,,,,Art Institute of Chicago,https://www.artic.edu/artworks/129849/houses-at-murnau,CC0 Public Domain Designation,opencv_telea_canonical_canonical_p040_scratch_thin_difference_maps.png,outputs/figures/opencv_difference_maps/all_cases/canonical/opencv_telea_canonical_canonical_p040_scratch_thin_difference_maps.png,77af73b7dbcbbd77fc7caf5d21a9d8a4d88cb2b9aefdcce2ee798c1abddeb091,2621683,2.5002317428588867,5.850112600019202,11164,0.0189276801215277,1.8927680121527777,11164,578660,49470,2.913081407546997,34.73226547241211,0.0,162.87628173828125,8.970380783081055,36.75663375854492,2.024364948272705,False,False,False,False,0,improved,unchanged_or_undefined,True,False,False
