table_row_id,table_id,table_order,section_id,row_order,row_key,row_label,values_json,scope,denominator,independent_unit,source_notebook_ids_json,source_paths_json,source_row_ids_json,applicability_status,interpretation,schema_version,status,issue
thesis_bf95b2b95acc732630d8c6d7,t06_damage_size,6,damage-size,2,classical_masked_mae__lama,classical_masked_mae — lama,"{""adverse_slope"": 3.4301139200783157, ""ci_lower"": 1.251521423109415, ""ci_upper"": 4.517010947633517, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_efb16c29f0cf3d70bfcd""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_5118b6900a0163e8a6afedda,t06_damage_size,6,damage-size,3,classical_masked_mae__opencv_telea,classical_masked_mae — opencv_telea,"{""adverse_slope"": 4.684735029128659, ""ci_lower"": 3.462062495901975, ""ci_upper"": 7.083160014107359, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_2d2ce7de8e199d41985e""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_cf1a79969451793791b71698,t06_damage_size,6,damage-size,4,classical_masked_mae__stable_diffusion_inpainting,classical_masked_mae — stable_diffusion_inpainting,"{""adverse_slope"": 5.199514015602656, ""ci_lower"": 3.448190715497576, ""ci_upper"": 7.294930192111154, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_9c50fe629651466f18de""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_891c50ebe3cc4e62a3f36bc3,t06_damage_size,6,damage-size,5,colour_masked_delta_e__hint_places2,colour_masked_delta_e — hint_places2,"{""adverse_slope"": 2.950404696690583, ""ci_lower"": 2.1749356341480666, ""ci_upper"": 3.3306144477092503, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_7cda1427b4f9e38b9bd3""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_8d2575625fc8b70082d70754,t06_damage_size,6,damage-size,6,colour_masked_delta_e__lama,colour_masked_delta_e — lama,"{""adverse_slope"": 1.4357889786846476, ""ci_lower"": 0.5825026187411523, ""ci_upper"": 1.842066313434247, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_5e3f4edbb12db6e8a5f9""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_6e4492201f2ce33841b41b0c,t06_damage_size,6,damage-size,7,colour_masked_delta_e__opencv_telea,colour_masked_delta_e — opencv_telea,"{""adverse_slope"": 1.9488173509784747, ""ci_lower"": 1.2125467723936578, ""ci_upper"": 3.074797304203916, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_2cbe005532818572cbb5""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_20161ee7476eb650ed28243b,t06_damage_size,6,damage-size,8,colour_masked_delta_e__stable_diffusion_inpainting,colour_masked_delta_e — stable_diffusion_inpainting,"{""adverse_slope"": 2.140686237226318, ""ci_lower"": 1.6368273402684153, ""ci_upper"": 3.4117653344497905, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 9.99990000099999e-06}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_c45c7d5197d0ba77a21c""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_739c82c539de613dc7d1fcc8,t06_damage_size,6,damage-size,9,feature_clip_crop__hint_places2,feature_clip_crop — hint_places2,"{""adverse_slope"": 0.0449258351398645, ""ci_lower"": 0.0298181292698864, ""ci_upper"": 0.0566441944137159, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_47808130d49ba744bb26""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_c1a6fd9d28884af08c76cb2d,t06_damage_size,6,damage-size,10,feature_clip_crop__lama,feature_clip_crop — lama,"{""adverse_slope"": 0.0164068585815341, ""ci_lower"": 0.0103745733892465, ""ci_upper"": 0.0309743602459584, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_1d1f03a448e4bfa921a8""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_0dd67bb105ce718b104c6e80,t06_damage_size,6,damage-size,11,feature_clip_crop__opencv_telea,feature_clip_crop — opencv_telea,"{""adverse_slope"": 0.0619044001364037, ""ci_lower"": 0.037025263198887, ""ci_upper"": 0.0748180740349403, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_9a32f3c8cb006c68ad94""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_fa8135ba41c637f2728d673f,t06_damage_size,6,damage-size,12,feature_clip_crop__stable_diffusion_inpainting,feature_clip_crop — stable_diffusion_inpainting,"{""adverse_slope"": 0.0126276466705123, ""ci_lower"": -0.0005334596092497, ""ci_upper"": 0.0219280848892145, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_6e230422df79d6698bbb""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_db0e0bafb832e9cf90e524b6,t06_damage_size,6,damage-size,13,feature_dino_crop__hint_places2,feature_dino_crop — hint_places2,"{""adverse_slope"": 0.0225864448271002, ""ci_lower"": 0.0122509984132019, ""ci_upper"": 0.0587191577271149, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.0329596704032959}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_5eff66309f591a225bbb""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_2bdf37f1195ef66ae87f751c,t06_damage_size,6,damage-size,14,feature_dino_crop__lama,feature_dino_crop — lama,"{""adverse_slope"": 0.0446971996500724, ""ci_lower"": 0.0318818126810093, ""ci_upper"": 0.0707403287232066, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 3.999960000399996e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_bec891056124265d6a3b""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_692f920cb3cc0267ebfeba74,t06_damage_size,6,damage-size,15,feature_dino_crop__opencv_telea,feature_dino_crop — opencv_telea,"{""adverse_slope"": 0.0614367660893403, ""ci_lower"": 0.040464295049643, ""ci_upper"": 0.0953435929251092, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 3.999960000399996e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_6151953bbe3f8755eb18""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_f7715c096d37d012028113e3,t06_damage_size,6,damage-size,16,feature_dino_crop__stable_diffusion_inpainting,feature_dino_crop — stable_diffusion_inpainting,"{""adverse_slope"": 0.0044950078976455, ""ci_lower"": -0.0218194359732987, ""ci_upper"": 0.0418708370617594, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.5209247907520925}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_831c50fb84d6d2099269""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_a7b9a5d5b7033dadcad06865,t06_damage_size,6,damage-size,17,perceptual_crop_lpips__hint_places2,perceptual_crop_lpips — hint_places2,"{""adverse_slope"": 0.0546158724806954, ""ci_lower"": 0.0493687018535023, ""ci_upper"": 0.0715987052032614, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 1.333320000133332e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_d3cf5af909b8e9c8ab3d""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_aa67f5f648a7d34b6ff4ce73,t06_damage_size,6,damage-size,18,perceptual_crop_lpips__lama,perceptual_crop_lpips — lama,"{""adverse_slope"": 0.0501215491933491, ""ci_lower"": 0.0321786954261096, ""ci_upper"": 0.0648628982766885, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 1.333320000133332e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_62e59c7eb1146648f784""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_cb89c1d37f67fb56f27d0c72,t06_damage_size,6,damage-size,19,perceptual_crop_lpips__opencv_telea,perceptual_crop_lpips — opencv_telea,"{""adverse_slope"": 0.0390905662575027, ""ci_lower"": 0.0291342574771039, ""ci_upper"": 0.051537242429131, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 1.333320000133332e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_85f37b4da653727b7be0""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_b190077369379a29d899e358,t06_damage_size,6,damage-size,20,perceptual_crop_lpips__stable_diffusion_inpainting,perceptual_crop_lpips — stable_diffusion_inpainting,"{""adverse_slope"": 0.0196665714057993, ""ci_lower"": 0.0052803098811798, ""ci_upper"": 0.0460003879166064, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.0045699543004569}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_0253b1005516d54fdfd1""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_ce8b68f13ed9a3af337ad6e6,t06_damage_size,6,damage-size,21,seam_boundary_gradient__hint_places2,seam_boundary_gradient — hint_places2,"{""adverse_slope"": 0.0001182878709267, ""ci_lower"": -0.0002727185311042, ""ci_upper"": 0.0005420571475714, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.2521041456252104}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_584fa3d6d92a58fe736b""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_4f72e53fa8e7e967e9a61241,t06_damage_size,6,damage-size,22,seam_boundary_gradient__lama,seam_boundary_gradient — lama,"{""adverse_slope"": 6.152019094810365e-05, ""ci_lower"": -0.0003627278239397, ""ci_upper"": 0.0004843166282051, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.7315326846731532}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_b1be502831b25bc936f5""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_7264223716f2c37203865fd6,t06_damage_size,6,damage-size,23,seam_boundary_gradient__opencv_telea,seam_boundary_gradient — opencv_telea,"{""adverse_slope"": 0.0002851337904312, ""ci_lower"": -5.652974434257679e-05, ""ci_upper"": 0.0005663790693216, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.2521041456252104}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_9ea0d4c4051da5bd1d57""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_2f96c27cb47294ec9b8c5eb1,t06_damage_size,6,damage-size,24,seam_boundary_gradient__stable_diffusion_inpainting,seam_boundary_gradient — stable_diffusion_inpainting,"{""adverse_slope"": 0.0007068761402502, ""ci_lower"": -0.0003879633584322, ""ci_upper"": 0.0016848728557709, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 0.2521041456252104}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_2e21abd1cae1fbe85c90""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_c2dd627d7fa18aa144450005,t06_damage_size,6,damage-size,25,semantic_local_dino__hint_places2,semantic_local_dino — hint_places2,"{""adverse_slope"": 0.0502325955252194, ""ci_lower"": 0.0253178256786749, ""ci_upper"": 0.0660694735580969, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_0e103e4624ea69aed6bc""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_0f45bcf7c79e856b44d14cee,t06_damage_size,6,damage-size,26,semantic_local_dino__lama,semantic_local_dino — lama,"{""adverse_slope"": 0.0595905079395157, ""ci_lower"": 0.0261580492259921, ""ci_upper"": 0.0792688735490335, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_a58ac912b97f0d689434""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_b6e1e1fa5a1683d0e394a3fc,t06_damage_size,6,damage-size,27,semantic_local_dino__opencv_telea,semantic_local_dino — opencv_telea,"{""adverse_slope"": 0.0465571685973015, ""ci_lower"": 0.024727554335615, ""ci_upper"": 0.0564020154836565, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_df55112c96542ac91a77""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_071d4cadf21246ccfa571807,t06_damage_size,6,damage-size,28,semantic_local_dino__stable_diffusion_inpainting,semantic_local_dino — stable_diffusion_inpainting,"{""adverse_slope"": 0.0056030754732107, ""ci_lower"": -0.0138824326532381, ""ci_upper"": 0.0440918055964204, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_810074c2e932622db325""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_ae89989ce640762eeeb86202,t06_damage_size,6,damage-size,29,spatial_masked_error__hint_places2,spatial_masked_error — hint_places2,"{""adverse_slope"": 5.915083864671529, ""ci_lower"": 5.228512947401459, ""ci_upper"": 8.864432935908114, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_3f91138bf4ed9ed0aa6f""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_c9b3794b2260c36eec14c072,t06_damage_size,6,damage-size,30,spatial_masked_error__lama,spatial_masked_error — lama,"{""adverse_slope"": 3.4301139193301795, ""ci_lower"": 1.2515214206307272, ""ci_upper"": 4.517010953188165, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_2b73a6d81878b2b27baf""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_f55f6234bbec08418da5d28a,t06_damage_size,6,damage-size,31,spatial_masked_error__opencv_telea,spatial_masked_error — opencv_telea,"{""adverse_slope"": 4.684735026274547, ""ci_lower"": 3.4620624995883924, ""ci_upper"": 7.3136122677465725, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_0265f5f2f0f30bc407bc""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_b9d84911a7f78827e248e68b,t06_damage_size,6,damage-size,32,spatial_masked_error__stable_diffusion_inpainting,spatial_masked_error — stable_diffusion_inpainting,"{""adverse_slope"": 5.199513999505585, ""ci_lower"": 3.4481907336080218, ""ci_upper"": 7.294930186396389, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_46198a494b0c3538692c""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_6429ad174f96386a8ca17209,t06_damage_size,6,damage-size,33,structural_affinity_correlation__hint_places2,structural_affinity_correlation — hint_places2,"{""adverse_slope"": 0.0984786148649472, ""ci_lower"": 0.0744183580369191, ""ci_upper"": 0.1388846043062439, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_aaaa89bb05fd084c77b1""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_7a72e6ff1b1c8a47dde5642f,t06_damage_size,6,damage-size,34,structural_affinity_correlation__lama,structural_affinity_correlation — lama,"{""adverse_slope"": 0.0625013164070045, ""ci_lower"": 0.0481175969876358, ""ci_upper"": 0.0770439190175196, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_092fd96cc30250fdc6bf""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_e10420cfd477505145ad5ace,t06_damage_size,6,damage-size,35,structural_affinity_correlation__opencv_telea,structural_affinity_correlation — opencv_telea,"{""adverse_slope"": 0.2405845698804684, ""ci_lower"": 0.2017607536106174, ""ci_upper"": 0.3486932920043797, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_fcaee00a54a07bd88f80""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_7356be3ae2aad8ef903ef808,t06_damage_size,6,damage-size,36,structural_affinity_correlation__stable_diffusion_inpainting,structural_affinity_correlation — stable_diffusion_inpainting,"{""adverse_slope"": 0.0890587789288818, ""ci_lower"": 0.0682253366879125, ""ci_upper"": 0.126454815977044, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": null}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_1b227fc5284ad986e861""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_ff2b1ae300a2e02b57a6713d,t06_damage_size,6,damage-size,37,structural_crop_ssim__hint_places2,structural_crop_ssim — hint_places2,"{""adverse_slope"": 0.0423292898262466, ""ci_lower"": 0.0314044335833105, ""ci_upper"": 0.0535079413694525, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 3.999960000399996e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_e172c32f5474bd23d266""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
thesis_7bd9a0b8c8bbe4c9ea0ebbd3,t06_damage_size,6,damage-size,38,structural_crop_ssim__lama,structural_crop_ssim — lama,"{""adverse_slope"": 0.0191791154772114, ""ci_lower"": 0.0120316978225053, ""ci_upper"": 0.0332272246082101, ""estimate_name"": ""median_adverse_theil_sen_slope_per_10_percentage_points"", ""n_paintings"": 35, ""q_value"": 3.999960000399996e-05}",thirty_five_painting_damage_size_trajectories,35 paintings,painting_trajectory,"[""23""]","[""outputs/23_damage_size_sensitivity_analysis/metrics/damage_size_analysis.csv""]","[""dsa_1bb6f4e31efbac64cfcc""]",applicable,Positive adverse slope means quality worsened as realized damage increased; the 35-painting scope is balanced across categories but does not separate category from painting identity.,thesis_tables.v1,ok,
