lpips_row_id,lpips_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,lpips_net,lpips_input_size,damaged_lpips,restored_lpips,lpips_improvement,metric_runtime_seconds,case_runtime_seconds,lpips_schema_version,lpips_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,lpips_package_version,status,issue
lama__canonical__canonical__p021_zero_control__full_image__lpips,lama__canonical__canonical__p021_zero_control,lama__canonical__canonical__p021_zero_control,lama__canonical__canonical__p021_zero_control,canonical__p021_zero_control,p021_zero_control,canonical__p021_zero_control,canonical,primary,p021,architecture_structured,Interior of the Oude Kerk in Delft,Gerard Houckgeest,,lama,p021_zero_control,zero_control,p021_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.06676049996167421,0.27038969995919615,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p021_zero_control__content_region__lpips,lama__canonical__canonical__p021_zero_control,lama__canonical__canonical__p021_zero_control,lama__canonical__canonical__p021_zero_control,canonical__p021_zero_control,p021_zero_control,canonical__p021_zero_control,canonical,primary,p021,architecture_structured,Interior of the Oude Kerk in Delft,Gerard Houckgeest,,lama,p021_zero_control,zero_control,p021_zero_control,zero_control,content_region,498432,59,0,708,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.06208459998015314,0.27038969995919615,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_loss_large__full_image__lpips,lama__canonical__canonical__p022_loss_large,lama__canonical__canonical__p022_loss_large,lama__canonical__canonical__p022_loss_large,canonical__p022_loss_large,p022_loss_large,canonical__p022_loss_large,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_loss_large,loss_large,p022_loss_large,loss_large,full_image,589824,0,0,768,768,53891,False,> 127,8,alex,256,0.17184662818908691,0.060635171830654144,0.11121145635843277,0.0657772000413388,0.34489960002247244,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_loss_large__content_region__lpips,lama__canonical__canonical__p022_loss_large,lama__canonical__canonical__p022_loss_large,lama__canonical__canonical__p022_loss_large,canonical__p022_loss_large,p022_loss_large,canonical__p022_loss_large,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_loss_large,loss_large,p022_loss_large,loss_large,content_region,459264,85,0,683,768,53891,False,> 127,8,alex,256,0.2145492136478424,0.07820890843868256,0.13634030520915985,0.062346499995328486,0.34489960002247244,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p022_loss_large,lama__canonical__canonical__p022_loss_large,lama__canonical__canonical__p022_loss_large,canonical__p022_loss_large,p022_loss_large,canonical__p022_loss_large,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_loss_large,loss_large,p022_loss_large,loss_large,mask_bbox_crop,145161,206,387,587,768,53891,False,> 127,8,alex,256,0.5055477619171143,0.26555073261260986,0.2399970293045044,0.037409799988381565,0.34489960002247244,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_loss_small__full_image__lpips,lama__canonical__canonical__p022_loss_small,lama__canonical__canonical__p022_loss_small,lama__canonical__canonical__p022_loss_small,canonical__p022_loss_small,p022_loss_small,canonical__p022_loss_small,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_loss_small,loss_small,p022_loss_small,loss_small,full_image,589824,0,0,768,768,20293,False,> 127,8,alex,256,0.2074689120054245,0.005954792257398367,0.20151411974802613,0.06887640000786632,0.3546410999260843,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_loss_small__content_region__lpips,lama__canonical__canonical__p022_loss_small,lama__canonical__canonical__p022_loss_small,lama__canonical__canonical__p022_loss_small,canonical__p022_loss_small,p022_loss_small,canonical__p022_loss_small,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_loss_small,loss_small,p022_loss_small,loss_small,content_region,459264,85,0,683,768,20293,False,> 127,8,alex,256,0.23971354961395264,0.007170502562075853,0.23254304705187678,0.056038200040347874,0.3546410999260843,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p022_loss_small,lama__canonical__canonical__p022_loss_small,lama__canonical__canonical__p022_loss_small,canonical__p022_loss_small,p022_loss_small,canonical__p022_loss_small,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_loss_small,loss_small,p022_loss_small,loss_small,mask_bbox_crop,465124,68,82,750,764,20293,False,> 127,8,alex,256,0.21763747930526733,0.007753895130008459,0.20988358417525887,0.06006749998778105,0.3546410999260843,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_mixed_damage__full_image__lpips,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,canonical__p022_mixed_damage,p022_mixed_damage,canonical__p022_mixed_damage,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_mixed_damage,mixed_damage,p022_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,44952,False,> 127,8,alex,256,0.42214080691337585,0.022768359631299973,0.3993724472820759,0.07691539998631924,0.3591989000560716,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_mixed_damage__content_region__lpips,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,canonical__p022_mixed_damage,p022_mixed_damage,canonical__p022_mixed_damage,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_mixed_damage,mixed_damage,p022_mixed_damage,mixed_damage,content_region,459264,85,0,683,768,44952,False,> 127,8,alex,256,0.4891563057899475,0.026847384870052338,0.46230892091989517,0.0590943000279367,0.3591989000560716,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,lama__canonical__canonical__p022_mixed_damage,canonical__p022_mixed_damage,p022_mixed_damage,canonical__p022_mixed_damage,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_mixed_damage,mixed_damage,p022_mixed_damage,mixed_damage,mask_bbox_crop,573049,0,11,757,768,44952,False,> 127,8,alex,256,0.42418375611305237,0.023383086547255516,0.40080066956579685,0.06638029997702688,0.3591989000560716,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_scratch_thin__full_image__lpips,lama__canonical__canonical__p022_scratch_thin,lama__canonical__canonical__p022_scratch_thin,lama__canonical__canonical__p022_scratch_thin,canonical__p022_scratch_thin,p022_scratch_thin,canonical__p022_scratch_thin,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_scratch_thin,scratch_thin,p022_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,8915,False,> 127,8,alex,256,0.2989039421081543,0.0009418036788702011,0.2979621384292841,0.06927560002077371,0.3905963998986408,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_scratch_thin__content_region__lpips,lama__canonical__canonical__p022_scratch_thin,lama__canonical__canonical__p022_scratch_thin,lama__canonical__canonical__p022_scratch_thin,canonical__p022_scratch_thin,p022_scratch_thin,canonical__p022_scratch_thin,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_scratch_thin,scratch_thin,p022_scratch_thin,scratch_thin,content_region,459264,85,0,683,768,8915,False,> 127,8,alex,256,0.32701176404953003,0.0008985563181340694,0.32611320773139596,0.07061890000477433,0.3905963998986408,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p022_scratch_thin,lama__canonical__canonical__p022_scratch_thin,lama__canonical__canonical__p022_scratch_thin,canonical__p022_scratch_thin,p022_scratch_thin,canonical__p022_scratch_thin,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_scratch_thin,scratch_thin,p022_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,8915,False,> 127,8,alex,256,0.2989039421081543,0.0009418036788702011,0.2979621384292841,0.08135710004717112,0.3905963998986408,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_zero_control__full_image__lpips,lama__canonical__canonical__p022_zero_control,lama__canonical__canonical__p022_zero_control,lama__canonical__canonical__p022_zero_control,canonical__p022_zero_control,p022_zero_control,canonical__p022_zero_control,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_zero_control,zero_control,p022_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.07268800004385412,0.29442809999454767,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p022_zero_control__content_region__lpips,lama__canonical__canonical__p022_zero_control,lama__canonical__canonical__p022_zero_control,lama__canonical__canonical__p022_zero_control,canonical__p022_zero_control,p022_zero_control,canonical__p022_zero_control,canonical,primary,p022,architecture_structured,"Interior of a Protestant, Gothic Church, with a Gravedigger in the Choir",Emanuel de Witte,,lama,p022_zero_control,zero_control,p022_zero_control,zero_control,content_region,459264,85,0,683,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.0702895000576973,0.29442809999454767,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_loss_large__full_image__lpips,lama__canonical__canonical__p023_loss_large,lama__canonical__canonical__p023_loss_large,lama__canonical__canonical__p023_loss_large,canonical__p023_loss_large,p023_loss_large,canonical__p023_loss_large,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_loss_large,loss_large,p023_loss_large,loss_large,full_image,589824,0,0,768,768,44286,False,> 127,8,alex,256,0.13236074149608612,0.040535688400268555,0.09182505309581757,0.07956660003401339,0.37137770000845194,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_loss_large__content_region__lpips,lama__canonical__canonical__p023_loss_large,lama__canonical__canonical__p023_loss_large,lama__canonical__canonical__p023_loss_large,canonical__p023_loss_large,p023_loss_large,canonical__p023_loss_large,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_loss_large,loss_large,p023_loss_large,loss_large,content_region,422400,109,0,659,768,44286,False,> 127,8,alex,256,0.16979143023490906,0.050605349242687225,0.11918608099222183,0.06343159999232739,0.37137770000845194,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p023_loss_large,lama__canonical__canonical__p023_loss_large,lama__canonical__canonical__p023_loss_large,canonical__p023_loss_large,p023_loss_large,canonical__p023_loss_large,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_loss_large,loss_large,p023_loss_large,loss_large,mask_bbox_crop,95481,312,411,621,720,44286,False,> 127,8,alex,256,0.5696645975112915,0.23190492391586304,0.33775967359542847,0.05470650002826005,0.37137770000845194,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_loss_small__full_image__lpips,lama__canonical__canonical__p023_loss_small,lama__canonical__canonical__p023_loss_small,lama__canonical__canonical__p023_loss_small,canonical__p023_loss_small,p023_loss_small,canonical__p023_loss_small,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_loss_small,loss_small,p023_loss_small,loss_small,full_image,589824,0,0,768,768,18453,False,> 127,8,alex,256,0.11439153552055359,0.0043527609668672085,0.11003877455368638,0.07077029999345541,0.3674775999970734,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_loss_small__content_region__lpips,lama__canonical__canonical__p023_loss_small,lama__canonical__canonical__p023_loss_small,lama__canonical__canonical__p023_loss_small,canonical__p023_loss_small,p023_loss_small,canonical__p023_loss_small,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_loss_small,loss_small,p023_loss_small,loss_small,content_region,422400,109,0,659,768,18453,False,> 127,8,alex,256,0.1475120186805725,0.007656864356249571,0.13985515432432294,0.06611379992682487,0.3674775999970734,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p023_loss_small,lama__canonical__canonical__p023_loss_small,lama__canonical__canonical__p023_loss_small,canonical__p023_loss_small,p023_loss_small,canonical__p023_loss_small,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_loss_small,loss_small,p023_loss_small,loss_small,mask_bbox_crop,290521,56,56,595,595,18453,False,> 127,8,alex,256,0.17135293781757355,0.009505851194262505,0.16184708662331104,0.08471129997633398,0.3674775999970734,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_mixed_damage__full_image__lpips,lama__canonical__canonical__p023_mixed_damage,lama__canonical__canonical__p023_mixed_damage,lama__canonical__canonical__p023_mixed_damage,canonical__p023_mixed_damage,p023_mixed_damage,canonical__p023_mixed_damage,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_mixed_damage,mixed_damage,p023_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,42254,False,> 127,8,alex,256,0.2984766364097595,0.01423836499452591,0.2842382714152336,0.06824349996168166,0.364062299951911,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_mixed_damage__content_region__lpips,lama__canonical__canonical__p023_mixed_damage,lama__canonical__canonical__p023_mixed_damage,lama__canonical__canonical__p023_mixed_damage,canonical__p023_mixed_damage,p023_mixed_damage,canonical__p023_mixed_damage,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_mixed_damage,mixed_damage,p023_mixed_damage,mixed_damage,content_region,422400,109,0,659,768,42254,False,> 127,8,alex,256,0.31630468368530273,0.01734013669192791,0.2989645469933748,0.06547920010052621,0.364062299951911,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p023_mixed_damage,lama__canonical__canonical__p023_mixed_damage,lama__canonical__canonical__p023_mixed_damage,canonical__p023_mixed_damage,p023_mixed_damage,canonical__p023_mixed_damage,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_mixed_damage,mixed_damage,p023_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,42254,False,> 127,8,alex,256,0.2984766364097595,0.01423836499452591,0.2842382714152336,0.06942329998128116,0.364062299951911,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_scratch_thin__full_image__lpips,lama__canonical__canonical__p023_scratch_thin,lama__canonical__canonical__p023_scratch_thin,lama__canonical__canonical__p023_scratch_thin,canonical__p023_scratch_thin,p023_scratch_thin,canonical__p023_scratch_thin,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_scratch_thin,scratch_thin,p023_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,8131,False,> 127,8,alex,256,0.21669824421405792,0.0012880821013823152,0.2154101621126756,0.06432619993574917,0.359460600069724,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_scratch_thin__content_region__lpips,lama__canonical__canonical__p023_scratch_thin,lama__canonical__canonical__p023_scratch_thin,lama__canonical__canonical__p023_scratch_thin,canonical__p023_scratch_thin,p023_scratch_thin,canonical__p023_scratch_thin,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_scratch_thin,scratch_thin,p023_scratch_thin,scratch_thin,content_region,422400,109,0,659,768,8131,False,> 127,8,alex,256,0.23586776852607727,0.0016865544021129608,0.2341812141239643,0.06554330000653863,0.359460600069724,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_scratch_thin__mask_bbox_crop__lpips,lama__canonical__canonical__p023_scratch_thin,lama__canonical__canonical__p023_scratch_thin,lama__canonical__canonical__p023_scratch_thin,canonical__p023_scratch_thin,p023_scratch_thin,canonical__p023_scratch_thin,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_scratch_thin,scratch_thin,p023_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,8131,False,> 127,8,alex,256,0.21669824421405792,0.0012880821013823152,0.2154101621126756,0.06704870006069541,0.359460600069724,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_zero_control__full_image__lpips,lama__canonical__canonical__p023_zero_control,lama__canonical__canonical__p023_zero_control,lama__canonical__canonical__p023_zero_control,canonical__p023_zero_control,p023_zero_control,canonical__p023_zero_control,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_zero_control,zero_control,p023_zero_control,zero_control,full_image,589824,0,0,768,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.06819100002758205,0.2689546999754384,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p023_zero_control__content_region__lpips,lama__canonical__canonical__p023_zero_control,lama__canonical__canonical__p023_zero_control,lama__canonical__canonical__p023_zero_control,canonical__p023_zero_control,p023_zero_control,canonical__p023_zero_control,canonical,primary,p023,architecture_structured,Church Interior,Johannes Bosboom,,lama,p023_zero_control,zero_control,p023_zero_control,zero_control,content_region,422400,109,0,659,768,0,True,> 127,8,alex,256,0.0,0.0,0.0,0.06056789995636791,0.2689546999754384,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_loss_large__full_image__lpips,lama__canonical__canonical__p024_loss_large,lama__canonical__canonical__p024_loss_large,lama__canonical__canonical__p024_loss_large,canonical__p024_loss_large,p024_loss_large,canonical__p024_loss_large,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_loss_large,loss_large,p024_loss_large,loss_large,full_image,589824,0,0,768,768,57578,False,> 127,8,alex,256,0.18213675916194916,0.050078026950359344,0.1320587322115898,0.06589500000700355,0.32121720002032816,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_loss_large__content_region__lpips,lama__canonical__canonical__p024_loss_large,lama__canonical__canonical__p024_loss_large,lama__canonical__canonical__p024_loss_large,canonical__p024_loss_large,p024_loss_large,canonical__p024_loss_large,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_loss_large,loss_large,p024_loss_large,loss_large,content_region,459264,85,0,683,768,57578,False,> 127,8,alex,256,0.2145361304283142,0.06639561057090759,0.14814051985740662,0.05962130008265376,0.32121720002032816,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_loss_large__mask_bbox_crop__lpips,lama__canonical__canonical__p024_loss_large,lama__canonical__canonical__p024_loss_large,lama__canonical__canonical__p024_loss_large,canonical__p024_loss_large,p024_loss_large,canonical__p024_loss_large,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_loss_large,loss_large,p024_loss_large,loss_large,mask_bbox_crop,113569,326,283,663,620,57578,False,> 127,8,alex,256,0.6790533661842346,0.23979105055332184,0.4392623156309128,0.03279560001101345,0.32121720002032816,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_loss_small__full_image__lpips,lama__canonical__canonical__p024_loss_small,lama__canonical__canonical__p024_loss_small,lama__canonical__canonical__p024_loss_small,canonical__p024_loss_small,p024_loss_small,canonical__p024_loss_small,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_loss_small,loss_small,p024_loss_small,loss_small,full_image,589824,0,0,768,768,20530,False,> 127,8,alex,256,0.1955452263355255,0.0028557726182043552,0.19268945371732116,0.06773389992304146,0.35363230004440993,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_loss_small__content_region__lpips,lama__canonical__canonical__p024_loss_small,lama__canonical__canonical__p024_loss_small,lama__canonical__canonical__p024_loss_small,canonical__p024_loss_small,p024_loss_small,canonical__p024_loss_small,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_loss_small,loss_small,p024_loss_small,loss_small,content_region,459264,85,0,683,768,20530,False,> 127,8,alex,256,0.22002770006656647,0.003589907195419073,0.2164377928711474,0.06785819993820041,0.35363230004440993,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_loss_small__mask_bbox_crop__lpips,lama__canonical__canonical__p024_loss_small,lama__canonical__canonical__p024_loss_small,lama__canonical__canonical__p024_loss_small,canonical__p024_loss_small,p024_loss_small,canonical__p024_loss_small,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_loss_small,loss_small,p024_loss_small,loss_small,mask_bbox_crop,511225,0,42,715,757,20530,False,> 127,8,alex,256,0.1913539469242096,0.0029460000805556774,0.18840794684365392,0.06806149997282773,0.35363230004440993,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_mixed_damage__full_image__lpips,lama__canonical__canonical__p024_mixed_damage,lama__canonical__canonical__p024_mixed_damage,lama__canonical__canonical__p024_mixed_damage,canonical__p024_mixed_damage,p024_mixed_damage,canonical__p024_mixed_damage,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_mixed_damage,mixed_damage,p024_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,37292,False,> 127,8,alex,256,0.3413732051849365,0.007514565717428923,0.3338586394675076,0.07523560000117868,0.37882590002845973,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_mixed_damage__content_region__lpips,lama__canonical__canonical__p024_mixed_damage,lama__canonical__canonical__p024_mixed_damage,lama__canonical__canonical__p024_mixed_damage,canonical__p024_mixed_damage,p024_mixed_damage,canonical__p024_mixed_damage,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_mixed_damage,mixed_damage,p024_mixed_damage,mixed_damage,content_region,459264,85,0,683,768,37292,False,> 127,8,alex,256,0.358551949262619,0.008570808917284012,0.349981140345335,0.07120200002100319,0.37882590002845973,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
lama__canonical__canonical__p024_mixed_damage__mask_bbox_crop__lpips,lama__canonical__canonical__p024_mixed_damage,lama__canonical__canonical__p024_mixed_damage,lama__canonical__canonical__p024_mixed_damage,canonical__p024_mixed_damage,p024_mixed_damage,canonical__p024_mixed_damage,canonical,primary,p024,architecture_structured,Interior of the Church of St Bavo in Haarlem,Johannes Bosboom,,lama,p024_mixed_damage,mixed_damage,p024_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,37292,False,> 127,8,alex,256,0.3413732051849365,0.007514565717428923,0.3338586394675076,0.08592449990101159,0.37882590002845973,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
