feature_row_id,feature_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_damaged_similarity,mean_restored_similarity,mean_similarity_improvement,clip_improved,dinov2_improved,mean_feature_improved,clean_embedding_id,damaged_embedding_id,restored_embedding_id,embedding_group_id,feature_input_size,clip_model_name,dinov2_model_name,status,issue
lama__canonical__canonical__p009_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p009_mixed_damage,lama__canonical__canonical__p009_mixed_damage,lama__canonical__canonical__p009_mixed_damage,canonical__p009_mixed_damage,p009_mixed_damage,canonical__p009_mixed_damage,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_mixed_damage,mixed_damage,p009_mixed_damage,mixed_damage,content_region,473856,75,0,692,768,40422,False,0.8819230794906616,0.9948686361312866,0.112945556640625,0.874122142791748,0.9955064654350281,0.12138432264328003,0.8780226111412048,0.9951875507831573,0.11716493964195251,True,True,True,lama__canonical__canonical__p009_mixed_damage__content_region__clean,lama__canonical__canonical__p009_mixed_damage__content_region__damaged,lama__canonical__canonical__p009_mixed_damage__content_region__restored,canonical__p009__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p009_mixed_damage__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p009_mixed_damage,lama__canonical__canonical__p009_mixed_damage,lama__canonical__canonical__p009_mixed_damage,canonical__p009_mixed_damage,p009_mixed_damage,canonical__p009_mixed_damage,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_mixed_damage,mixed_damage,p009_mixed_damage,mixed_damage,mask_bbox_crop,498436,30,62,736,768,40422,False,0.9211657643318176,0.9963442087173462,0.07517844438552856,0.9220966696739197,0.9949831962585449,0.07288652658462524,0.9216312170028687,0.9956637024879456,0.0740324854850769,True,True,True,lama__canonical__canonical__p009_mixed_damage__mask_bbox_crop__clean,lama__canonical__canonical__p009_mixed_damage__mask_bbox_crop__damaged,lama__canonical__canonical__p009_mixed_damage__mask_bbox_crop__restored,canonical__p009__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p009_scratch_thin__full_image__feature_similarity,lama__canonical__canonical__p009_scratch_thin,lama__canonical__canonical__p009_scratch_thin,lama__canonical__canonical__p009_scratch_thin,canonical__p009_scratch_thin,p009_scratch_thin,canonical__p009_scratch_thin,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_scratch_thin,scratch_thin,p009_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,12074,False,0.9304065704345703,0.9991163611412048,0.06870979070663452,0.8801454305648804,0.9991381168365479,0.11899268627166748,0.9052760004997253,0.9991272389888763,0.093851238489151,True,True,True,lama__canonical__canonical__p009_scratch_thin__full_image__clean,lama__canonical__canonical__p009_scratch_thin__full_image__damaged,lama__canonical__canonical__p009_scratch_thin__full_image__restored,canonical__p009__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p009_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p009_scratch_thin,lama__canonical__canonical__p009_scratch_thin,lama__canonical__canonical__p009_scratch_thin,canonical__p009_scratch_thin,p009_scratch_thin,canonical__p009_scratch_thin,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_scratch_thin,scratch_thin,p009_scratch_thin,scratch_thin,content_region,473856,75,0,692,768,12074,False,0.9224221110343933,0.9990370869636536,0.07661497592926025,0.9045405387878418,0.9985547661781311,0.0940142273902893,0.9134813249111176,0.9987959265708923,0.08531460165977478,True,True,True,lama__canonical__canonical__p009_scratch_thin__content_region__clean,lama__canonical__canonical__p009_scratch_thin__content_region__damaged,lama__canonical__canonical__p009_scratch_thin__content_region__restored,canonical__p009__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p009_scratch_thin__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p009_scratch_thin,lama__canonical__canonical__p009_scratch_thin,lama__canonical__canonical__p009_scratch_thin,canonical__p009_scratch_thin,p009_scratch_thin,canonical__p009_scratch_thin,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_scratch_thin,scratch_thin,p009_scratch_thin,scratch_thin,mask_bbox_crop,579121,3,0,764,761,12074,False,0.9388824701309204,0.9984813928604126,0.05959892272949219,0.9116325974464417,0.9991586208343506,0.08752602338790894,0.925257533788681,0.9988200068473816,0.07356247305870056,True,True,True,lama__canonical__canonical__p009_scratch_thin__mask_bbox_crop__clean,lama__canonical__canonical__p009_scratch_thin__mask_bbox_crop__damaged,lama__canonical__canonical__p009_scratch_thin__mask_bbox_crop__restored,canonical__p009__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p009_zero_control__full_image__feature_similarity,lama__canonical__canonical__p009_zero_control,lama__canonical__canonical__p009_zero_control,lama__canonical__canonical__p009_zero_control,canonical__p009_zero_control,p009_zero_control,canonical__p009_zero_control,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_zero_control,zero_control,p009_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,0.9999999403953552,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.0,False,False,False,lama__canonical__canonical__p009_zero_control__full_image__clean,lama__canonical__canonical__p009_zero_control__full_image__damaged,lama__canonical__canonical__p009_zero_control__full_image__restored,canonical__p009__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p009_zero_control__content_region__feature_similarity,lama__canonical__canonical__p009_zero_control,lama__canonical__canonical__p009_zero_control,lama__canonical__canonical__p009_zero_control,canonical__p009_zero_control,p009_zero_control,canonical__p009_zero_control,canonical,primary,p009,portrait_figure,Madame Roulin and Her Baby,Vincent van Gogh,Post-Impressionism,lama,p009_zero_control,zero_control,p009_zero_control,zero_control,content_region,473856,75,0,692,768,0,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,False,False,lama__canonical__canonical__p009_zero_control__content_region__clean,lama__canonical__canonical__p009_zero_control__content_region__damaged,lama__canonical__canonical__p009_zero_control__content_region__restored,canonical__p009__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_loss_large__full_image__feature_similarity,lama__canonical__canonical__p010_loss_large,lama__canonical__canonical__p010_loss_large,lama__canonical__canonical__p010_loss_large,canonical__p010_loss_large,p010_loss_large,canonical__p010_loss_large,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_loss_large,loss_large,p010_loss_large,loss_large,full_image,589824,0,0,768,768,73017,False,0.8445815443992615,0.9836395978927612,0.13905805349349976,0.7380009889602661,0.925944447517395,0.1879434585571289,0.7912912666797638,0.9547920227050781,0.16350075602531433,True,True,True,lama__canonical__canonical__p010_loss_large__full_image__clean,lama__canonical__canonical__p010_loss_large__full_image__damaged,lama__canonical__canonical__p010_loss_large__full_image__restored,canonical__p010__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_loss_large__content_region__feature_similarity,lama__canonical__canonical__p010_loss_large,lama__canonical__canonical__p010_loss_large,lama__canonical__canonical__p010_loss_large,canonical__p010_loss_large,p010_loss_large,canonical__p010_loss_large,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_loss_large,loss_large,p010_loss_large,loss_large,content_region,533760,0,36,768,731,73017,False,0.8505496978759766,0.9872071146965027,0.13665741682052612,0.7145777940750122,0.9162869453430176,0.20170915126800537,0.7825637459754944,0.9517470300197601,0.16918328404426575,True,True,True,lama__canonical__canonical__p010_loss_large__content_region__clean,lama__canonical__canonical__p010_loss_large__content_region__damaged,lama__canonical__canonical__p010_loss_large__content_region__restored,canonical__p010__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_loss_large__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p010_loss_large,lama__canonical__canonical__p010_loss_large,lama__canonical__canonical__p010_loss_large,canonical__p010_loss_large,p010_loss_large,canonical__p010_loss_large,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_loss_large,loss_large,p010_loss_large,loss_large,mask_bbox_crop,527076,26,0,752,726,73017,False,0.828563928604126,0.9812139272689819,0.15264999866485596,0.7793538570404053,0.9435628652572632,0.1642090082168579,0.8039588928222656,0.9623883962631226,0.15842950344085693,True,True,True,lama__canonical__canonical__p010_loss_large__mask_bbox_crop__clean,lama__canonical__canonical__p010_loss_large__mask_bbox_crop__damaged,lama__canonical__canonical__p010_loss_large__mask_bbox_crop__restored,canonical__p010__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_loss_small__full_image__feature_similarity,lama__canonical__canonical__p010_loss_small,lama__canonical__canonical__p010_loss_small,lama__canonical__canonical__p010_loss_small,canonical__p010_loss_small,p010_loss_small,canonical__p010_loss_small,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_loss_small,loss_small,p010_loss_small,loss_small,full_image,589824,0,0,768,768,19717,False,0.868816077709198,0.9981770515441895,0.12936097383499146,0.901862621307373,0.9942482709884644,0.09238564968109131,0.8853393495082855,0.9962126612663269,0.11087331175804138,True,True,True,lama__canonical__canonical__p010_loss_small__full_image__clean,lama__canonical__canonical__p010_loss_small__full_image__damaged,lama__canonical__canonical__p010_loss_small__full_image__restored,canonical__p010__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_loss_small__content_region__feature_similarity,lama__canonical__canonical__p010_loss_small,lama__canonical__canonical__p010_loss_small,lama__canonical__canonical__p010_loss_small,canonical__p010_loss_small,p010_loss_small,canonical__p010_loss_small,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_loss_small,loss_small,p010_loss_small,loss_small,content_region,533760,0,36,768,731,19717,False,0.882315993309021,0.9977717399597168,0.1154557466506958,0.9034358859062195,0.9918071627616882,0.08837127685546875,0.8928759396076202,0.9947894513607025,0.10191351175308228,True,True,True,lama__canonical__canonical__p010_loss_small__content_region__clean,lama__canonical__canonical__p010_loss_small__content_region__damaged,lama__canonical__canonical__p010_loss_small__content_region__restored,canonical__p010__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_loss_small__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p010_loss_small,lama__canonical__canonical__p010_loss_small,lama__canonical__canonical__p010_loss_small,canonical__p010_loss_small,p010_loss_small,canonical__p010_loss_small,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_loss_small,loss_small,p010_loss_small,loss_small,mask_bbox_crop,423801,31,48,682,699,19717,False,0.8687093257904053,0.9977549910545349,0.12904566526412964,0.9287599921226501,0.9943832159042358,0.0656232237815857,0.8987346589565277,0.9960691034793854,0.09733444452285767,True,True,True,lama__canonical__canonical__p010_loss_small__mask_bbox_crop__clean,lama__canonical__canonical__p010_loss_small__mask_bbox_crop__damaged,lama__canonical__canonical__p010_loss_small__mask_bbox_crop__restored,canonical__p010__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,canonical__p010_mixed_damage,p010_mixed_damage,canonical__p010_mixed_damage,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_mixed_damage,mixed_damage,p010_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,43214,False,0.8004584312438965,0.9931834936141968,0.1927250623703003,0.49641287326812744,0.9691067934036255,0.47269392013549805,0.648435652256012,0.9811451435089111,0.33270949125289917,True,True,True,lama__canonical__canonical__p010_mixed_damage__full_image__clean,lama__canonical__canonical__p010_mixed_damage__full_image__damaged,lama__canonical__canonical__p010_mixed_damage__full_image__restored,canonical__p010__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,canonical__p010_mixed_damage,p010_mixed_damage,canonical__p010_mixed_damage,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_mixed_damage,mixed_damage,p010_mixed_damage,mixed_damage,content_region,533760,0,36,768,731,43214,False,0.817808210849762,0.9943007230758667,0.17649251222610474,0.4692169725894928,0.9846386909484863,0.5154217183589935,0.6435125917196274,0.9894697070121765,0.34595711529254913,True,True,True,lama__canonical__canonical__p010_mixed_damage__content_region__clean,lama__canonical__canonical__p010_mixed_damage__content_region__damaged,lama__canonical__canonical__p010_mixed_damage__content_region__restored,canonical__p010__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_mixed_damage__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,lama__canonical__canonical__p010_mixed_damage,canonical__p010_mixed_damage,p010_mixed_damage,canonical__p010_mixed_damage,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_mixed_damage,mixed_damage,p010_mixed_damage,mixed_damage,mask_bbox_crop,521284,0,22,722,744,43214,False,0.8163929581642151,0.9935492873191833,0.17715632915496826,0.6392194628715515,0.9832050800323486,0.3439856171607971,0.7278062105178833,0.988377183675766,0.2605709731578827,True,True,True,lama__canonical__canonical__p010_mixed_damage__mask_bbox_crop__clean,lama__canonical__canonical__p010_mixed_damage__mask_bbox_crop__damaged,lama__canonical__canonical__p010_mixed_damage__mask_bbox_crop__restored,canonical__p010__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_scratch_thin__full_image__feature_similarity,lama__canonical__canonical__p010_scratch_thin,lama__canonical__canonical__p010_scratch_thin,lama__canonical__canonical__p010_scratch_thin,canonical__p010_scratch_thin,p010_scratch_thin,canonical__p010_scratch_thin,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_scratch_thin,scratch_thin,p010_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,13544,False,0.8859529495239258,0.999580979347229,0.11362802982330322,0.9002752900123596,0.9992807507514954,0.09900546073913574,0.8931141197681427,0.9994308650493622,0.10631674528121948,True,True,True,lama__canonical__canonical__p010_scratch_thin__full_image__clean,lama__canonical__canonical__p010_scratch_thin__full_image__damaged,lama__canonical__canonical__p010_scratch_thin__full_image__restored,canonical__p010__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_scratch_thin__content_region__feature_similarity,lama__canonical__canonical__p010_scratch_thin,lama__canonical__canonical__p010_scratch_thin,lama__canonical__canonical__p010_scratch_thin,canonical__p010_scratch_thin,p010_scratch_thin,canonical__p010_scratch_thin,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_scratch_thin,scratch_thin,p010_scratch_thin,scratch_thin,content_region,533760,0,36,768,731,13544,False,0.9072897434234619,0.9997174739837646,0.09242773056030273,0.8546055555343628,0.9993307590484619,0.14472520351409912,0.8809476494789124,0.9995241165161133,0.11857646703720093,True,True,True,lama__canonical__canonical__p010_scratch_thin__content_region__clean,lama__canonical__canonical__p010_scratch_thin__content_region__damaged,lama__canonical__canonical__p010_scratch_thin__content_region__restored,canonical__p010__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_scratch_thin__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p010_scratch_thin,lama__canonical__canonical__p010_scratch_thin,lama__canonical__canonical__p010_scratch_thin,canonical__p010_scratch_thin,p010_scratch_thin,canonical__p010_scratch_thin,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_scratch_thin,scratch_thin,p010_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,13544,False,0.8859529495239258,0.999580979347229,0.11362802982330322,0.9002752900123596,0.9992807507514954,0.09900546073913574,0.8931141197681427,0.9994308650493622,0.10631674528121948,True,True,True,lama__canonical__canonical__p010_scratch_thin__mask_bbox_crop__clean,lama__canonical__canonical__p010_scratch_thin__mask_bbox_crop__damaged,lama__canonical__canonical__p010_scratch_thin__mask_bbox_crop__restored,canonical__p010__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_zero_control__full_image__feature_similarity,lama__canonical__canonical__p010_zero_control,lama__canonical__canonical__p010_zero_control,lama__canonical__canonical__p010_zero_control,canonical__p010_zero_control,p010_zero_control,canonical__p010_zero_control,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_zero_control,zero_control,p010_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,1.0,1.0,0.0,1.0000001192092896,1.0000001192092896,0.0,1.0000000596046448,1.0000000596046448,0.0,False,False,False,lama__canonical__canonical__p010_zero_control__full_image__clean,lama__canonical__canonical__p010_zero_control__full_image__damaged,lama__canonical__canonical__p010_zero_control__full_image__restored,canonical__p010__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p010_zero_control__content_region__feature_similarity,lama__canonical__canonical__p010_zero_control,lama__canonical__canonical__p010_zero_control,lama__canonical__canonical__p010_zero_control,canonical__p010_zero_control,p010_zero_control,canonical__p010_zero_control,canonical,primary,p010,portrait_figure,Joan of Arc,Jules Bastien-Lepage,19th century French painting,lama,p010_zero_control,zero_control,p010_zero_control,zero_control,content_region,533760,0,36,768,731,0,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,False,False,False,lama__canonical__canonical__p010_zero_control__content_region__clean,lama__canonical__canonical__p010_zero_control__content_region__damaged,lama__canonical__canonical__p010_zero_control__content_region__restored,canonical__p010__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_loss_large__full_image__feature_similarity,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,canonical__p011_loss_large,p011_loss_large,canonical__p011_loss_large,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_loss_large,loss_large,p011_loss_large,loss_large,full_image,589824,0,0,768,768,42824,False,0.9005324840545654,0.9977942109107971,0.09726172685623169,0.734440803527832,0.9934992790222168,0.25905847549438477,0.8174866437911987,0.995646744966507,0.17816010117530823,True,True,True,lama__canonical__canonical__p011_loss_large__full_image__clean,lama__canonical__canonical__p011_loss_large__full_image__damaged,lama__canonical__canonical__p011_loss_large__full_image__restored,canonical__p011__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_loss_large__content_region__feature_similarity,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,canonical__p011_loss_large,p011_loss_large,canonical__p011_loss_large,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_loss_large,loss_large,p011_loss_large,loss_large,content_region,405504,0,120,768,648,42824,False,0.8271557092666626,0.9967712759971619,0.16961556673049927,0.8030438423156738,0.9941993355751038,0.19115549325942993,0.8150997757911682,0.9954853057861328,0.1803855299949646,True,True,True,lama__canonical__canonical__p011_loss_large__content_region__clean,lama__canonical__canonical__p011_loss_large__content_region__damaged,lama__canonical__canonical__p011_loss_large__content_region__restored,canonical__p011__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_loss_large__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,lama__canonical__canonical__p011_loss_large,canonical__p011_loss_large,p011_loss_large,canonical__p011_loss_large,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_loss_large,loss_large,p011_loss_large,loss_large,mask_bbox_crop,92416,351,284,655,588,42824,False,0.7336057424545288,0.986639678478241,0.25303393602371216,0.6689509749412537,0.9778386950492859,0.3088877201080322,0.7012783586978912,0.9822391867637634,0.2809608280658722,True,True,True,lama__canonical__canonical__p011_loss_large__mask_bbox_crop__clean,lama__canonical__canonical__p011_loss_large__mask_bbox_crop__damaged,lama__canonical__canonical__p011_loss_large__mask_bbox_crop__restored,canonical__p011__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_loss_small__full_image__feature_similarity,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,canonical__p011_loss_small,p011_loss_small,canonical__p011_loss_small,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_loss_small,loss_small,p011_loss_small,loss_small,full_image,589824,0,0,768,768,19318,False,0.8973262906074524,0.999151349067688,0.1018250584602356,0.7159844636917114,0.9986196756362915,0.2826352119445801,0.8066553771495819,0.9988855123519897,0.19223013520240784,True,True,True,lama__canonical__canonical__p011_loss_small__full_image__clean,lama__canonical__canonical__p011_loss_small__full_image__damaged,lama__canonical__canonical__p011_loss_small__full_image__restored,canonical__p011__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_loss_small__content_region__feature_similarity,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,canonical__p011_loss_small,p011_loss_small,canonical__p011_loss_small,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_loss_small,loss_small,p011_loss_small,loss_small,content_region,405504,0,120,768,648,19318,False,0.8197944760322571,0.99936443567276,0.17956995964050293,0.7106574177742004,0.9980664253234863,0.2874090075492859,0.7652259469032288,0.9987154304981232,0.2334894835948944,True,True,True,lama__canonical__canonical__p011_loss_small__content_region__clean,lama__canonical__canonical__p011_loss_small__content_region__damaged,lama__canonical__canonical__p011_loss_small__content_region__restored,canonical__p011__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_loss_small__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,lama__canonical__canonical__p011_loss_small,canonical__p011_loss_small,p011_loss_small,canonical__p011_loss_small,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_loss_small,loss_small,p011_loss_small,loss_small,mask_bbox_crop,309136,116,89,672,645,19318,False,0.8562522530555725,0.9993195533752441,0.14306730031967163,0.8283299207687378,0.9973462820053101,0.16901636123657227,0.8422910869121552,0.9983329176902771,0.15604183077812195,True,True,True,lama__canonical__canonical__p011_loss_small__mask_bbox_crop__clean,lama__canonical__canonical__p011_loss_small__mask_bbox_crop__damaged,lama__canonical__canonical__p011_loss_small__mask_bbox_crop__restored,canonical__p011__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_mixed_damage__full_image__feature_similarity,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,canonical__p011_mixed_damage,p011_mixed_damage,canonical__p011_mixed_damage,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_mixed_damage,mixed_damage,p011_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,36991,False,0.8507306575775146,0.9973129034042358,0.1465822458267212,0.48772484064102173,0.9951710104942322,0.5074461698532104,0.6692277491092682,0.996241956949234,0.3270142078399658,True,True,True,lama__canonical__canonical__p011_mixed_damage__full_image__clean,lama__canonical__canonical__p011_mixed_damage__full_image__damaged,lama__canonical__canonical__p011_mixed_damage__full_image__restored,canonical__p011__full_image,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_mixed_damage__content_region__feature_similarity,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,canonical__p011_mixed_damage,p011_mixed_damage,canonical__p011_mixed_damage,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_mixed_damage,mixed_damage,p011_mixed_damage,mixed_damage,content_region,405504,0,120,768,648,36991,False,0.801773726940155,0.9974904656410217,0.1957167387008667,0.5425954461097717,0.9953501224517822,0.4527546763420105,0.6721845865249634,0.996420294046402,0.3242357075214386,True,True,True,lama__canonical__canonical__p011_mixed_damage__content_region__clean,lama__canonical__canonical__p011_mixed_damage__content_region__damaged,lama__canonical__canonical__p011_mixed_damage__content_region__restored,canonical__p011__content_region,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
lama__canonical__canonical__p011_mixed_damage__mask_bbox_crop__feature_similarity,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,lama__canonical__canonical__p011_mixed_damage,canonical__p011_mixed_damage,p011_mixed_damage,canonical__p011_mixed_damage,canonical,primary,p011,landscape_natural,View of Haarlem and the Haarlemmer Meer,Jan van Goyen,,lama,p011_mixed_damage,mixed_damage,p011_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,36991,False,0.8507306575775146,0.9973129034042358,0.1465822458267212,0.48772484064102173,0.9951710104942322,0.5074461698532104,0.6692277491092682,0.996241956949234,0.3270142078399658,True,True,True,lama__canonical__canonical__p011_mixed_damage__mask_bbox_crop__clean,lama__canonical__canonical__p011_mixed_damage__mask_bbox_crop__damaged,lama__canonical__canonical__p011_mixed_damage__mask_bbox_crop__restored,canonical__p011__mask_bbox_crop,224,openai/clip-vit-base-patch32,dinov2_vits14,ok,
