result_id,scenario_id,scenario_family,result_kind,analysis_scope,scope_value,entity_type,entity_id,model_id,flag_id,baseline_value,scenario_value,absolute_change,relative_change,baseline_rank,scenario_rank,rank_change,baseline_winner_id,scenario_winner_id,winner_retained,kendalls_tau,spearman_rho,baseline_triggered_count,scenario_triggered_count,changed_count,changed_fraction,insufficient_evidence_count,available_family_count,available_anchor_count,n_paintings,n_cases,n_candidates,independent_unit,applicability_status,interpretation_status,schema_version,status,issue
ablation_226f6508ac1f16126f44,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p073__loss_large,case,canonical__p073__loss_large,,,,,,,302.0,352.0,50.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_7bab0b47ed3dc2ad26f6,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p073__loss_small,case,canonical__p073__loss_small,,,,,,,1492.0,1552.0,60.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_cec902135e0cede8d654,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p073__mixed_damage,case,canonical__p073__mixed_damage,,,,,,,927.5,940.0,12.5,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_13a695214ab06b1167a4,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p073__scratch_thin,case,canonical__p073__scratch_thin,,,,,,,2129.0,2132.0,3.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f7967134b30f6f521349,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p073__zero_control,case,canonical__p073__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_b3fb2e69358b0d69212e,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p074__loss_large,case,canonical__p074__loss_large,,,,,,,314.0,297.0,-17.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_42eb192fcbd3ebb0ed2c,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p074__loss_small,case,canonical__p074__loss_small,,,,,,,2240.0,2224.0,-16.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_d28ba4c2b4f47b66912f,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p074__mixed_damage,case,canonical__p074__mixed_damage,,,,,,,1809.0,1638.0,-171.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_dd3457de6304d85c3648,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p074__scratch_thin,case,canonical__p074__scratch_thin,,,,,,,1539.0,1467.0,-72.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_6548ab236b98e76e5e41,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p074__zero_control,case,canonical__p074__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_b70b1afb38ce9a65e259,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p075__loss_large,case,canonical__p075__loss_large,,,,,,,536.0,518.0,-18.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_671a2950d9d34a9c82fe,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p075__loss_small,case,canonical__p075__loss_small,,,,,,,1755.0,1793.0,38.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3f386a14d2af8c7ab8ad,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p075__mixed_damage,case,canonical__p075__mixed_damage,,,,,,,1088.0,1048.0,-40.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_38506535411faf3b1511,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p075__scratch_thin,case,canonical__p075__scratch_thin,,,,,,,1169.0,1121.0,-48.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_7befb1078240f13b3a27,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p075__zero_control,case,canonical__p075__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_623e600bfee6f825c7d6,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p076__loss_large,case,canonical__p076__loss_large,,,,,,,329.0,351.0,22.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_bff7cde05a009151e424,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p076__loss_small,case,canonical__p076__loss_small,,,,,,,1793.0,1851.0,58.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_39d3d5d0d63b88e0ea08,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p076__mixed_damage,case,canonical__p076__mixed_damage,,,,,,,1056.0,1107.0,51.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_d8c3417f1a379ff8a5cd,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p076__scratch_thin,case,canonical__p076__scratch_thin,,,,,,,2100.0,2114.5,14.5,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_6e5b730d2604c6d4d14d,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p076__zero_control,case,canonical__p076__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_4acaf255bf28a392fa91,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p077__loss_large,case,canonical__p077__loss_large,,,,,,,155.0,174.0,19.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_881ffd996434d4a73606,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p077__loss_small,case,canonical__p077__loss_small,,,,,,,1116.0,1167.0,51.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_457bb01eca3479d00813,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p077__mixed_damage,case,canonical__p077__mixed_damage,,,,,,,899.0,917.0,18.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_70405d4c6ce9df87ccfc,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p077__scratch_thin,case,canonical__p077__scratch_thin,,,,,,,2124.0,2147.0,23.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_849dba21844c0d3bbae5,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p077__zero_control,case,canonical__p077__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_0efb7e6b426545a081ad,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p078__loss_large,case,canonical__p078__loss_large,,,,,,,495.0,537.0,42.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_e99d3fd26db7ed9f9a4c,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p078__loss_small,case,canonical__p078__loss_small,,,,,,,1215.0,1245.0,30.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_e4f669dd62cd9e3e5686,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p078__mixed_damage,case,canonical__p078__mixed_damage,,,,,,,1046.0,1097.0,51.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_7b3e2e42a3f687e00187,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p078__scratch_thin,case,canonical__p078__scratch_thin,,,,,,,2278.0,2289.0,11.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1f870a31a8081365d123,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p078__zero_control,case,canonical__p078__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_fb97a00f1bd477be8df8,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p079__loss_large,case,canonical__p079__loss_large,,,,,,,531.0,563.5,32.5,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_fffa60a635a741474f0b,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p079__loss_small,case,canonical__p079__loss_small,,,,,,,2218.0,2233.0,15.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_5186b63ca25d449a8717,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p079__mixed_damage,case,canonical__p079__mixed_damage,,,,,,,1231.0,1254.0,23.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_903fd2f17c57f667cacc,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p079__scratch_thin,case,canonical__p079__scratch_thin,,,,,,,2251.0,2246.0,-5.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f18b17bd8c49d41565ad,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p079__zero_control,case,canonical__p079__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_3cba342d0fa7eacaf141,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p080__loss_large,case,canonical__p080__loss_large,,,,,,,401.0,397.0,-4.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1bbdc819883cc8fe6f57,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p080__loss_small,case,canonical__p080__loss_small,,,,,,,2073.5,2086.0,12.5,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_a3a8e39347684341c9cf,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p080__mixed_damage,case,canonical__p080__mixed_damage,,,,,,,966.0,951.0,-15.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_deb64c9bd27a479c015e,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p080__scratch_thin,case,canonical__p080__scratch_thin,,,,,,,2197.0,2195.0,-2.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_346966835ec67ea24ba4,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p080__zero_control,case,canonical__p080__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_6bca2efbe947b9912527,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p081__loss_large,case,canonical__p081__loss_large,,,,,,,337.0,286.0,-51.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3d984af883d909ab90ee,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p081__loss_small,case,canonical__p081__loss_small,,,,,,,1556.0,1566.0,10.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_e2982fcaac9bc386ae2f,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p081__mixed_damage,case,canonical__p081__mixed_damage,,,,,,,1115.0,1122.0,7.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_8f31fc1f50ee55d284c2,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p081__scratch_thin,case,canonical__p081__scratch_thin,,,,,,,1746.0,1728.0,-18.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f6679294a962b2f21631,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p081__zero_control,case,canonical__p081__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_39e18546741e43ca2407,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p082__loss_large,case,canonical__p082__loss_large,,,,,,,497.0,499.0,2.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_f3a71f95efe42ea2263b,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p082__loss_small,case,canonical__p082__loss_small,,,,,,,2160.0,2158.0,-2.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_1996a82f9dc2e1c82d5d,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p082__mixed_damage,case,canonical__p082__mixed_damage,,,,,,,1146.0,1083.0,-63.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_037cd2909f5904a4250e,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p082__scratch_thin,case,canonical__p082__scratch_thin,,,,,,,1961.0,1954.0,-7.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3f0c8d9655db4222a32b,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p082__zero_control,case,canonical__p082__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_b575f6654344fb6c9e82,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p083__loss_large,case,canonical__p083__loss_large,,,,,,,564.0,579.0,15.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c825f8518095fde7969a,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p083__loss_small,case,canonical__p083__loss_small,,,,,,,1858.0,1929.0,71.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_30be1c5459eeee3da509,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p083__mixed_damage,case,canonical__p083__mixed_damage,,,,,,,1113.0,1152.0,39.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_7f3fa6a9b4cbbbee0ffa,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p083__scratch_thin,case,canonical__p083__scratch_thin,,,,,,,2165.0,2143.0,-22.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_9228cc23db579cbff6c0,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p083__zero_control,case,canonical__p083__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_d7c8bff6e3a02f43ff11,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p084__loss_large,case,canonical__p084__loss_large,,,,,,,458.0,525.0,67.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_746f57ed01ff3b3c50f9,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p084__loss_small,case,canonical__p084__loss_small,,,,,,,1555.0,1591.0,36.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c154a0ff4a7b93aa3e47,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p084__mixed_damage,case,canonical__p084__mixed_damage,,,,,,,787.0,814.0,27.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_cc6c3459653706ef3dce,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p084__scratch_thin,case,canonical__p084__scratch_thin,,,,,,,1450.0,1478.5,28.5,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3a1d30803f7ce9b0743f,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p084__zero_control,case,canonical__p084__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_ae9ba88d1d371f7d14ba,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p085__loss_large,case,canonical__p085__loss_large,,,,,,,958.0,963.0,5.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c2d350fd26442e3c7e62,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p085__loss_small,case,canonical__p085__loss_small,,,,,,,2298.0,2291.0,-7.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_3a2b1647a8b8559ee49d,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p085__mixed_damage,case,canonical__p085__mixed_damage,,,,,,,1369.0,1326.0,-43.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_94082dc3ed51440464fa,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p085__scratch_thin,case,canonical__p085__scratch_thin,,,,,,,2231.0,2206.0,-25.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_a8ae5e7805a4b5ff81a7,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p085__zero_control,case,canonical__p085__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_266f127cd1ff45e511d9,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p086__loss_large,case,canonical__p086__loss_large,,,,,,,52.0,68.0,16.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_620720f7cb9713d0c8b5,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p086__loss_small,case,canonical__p086__loss_small,,,,,,,1185.0,1276.0,91.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_027864c459a066ec8a02,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p086__mixed_damage,case,canonical__p086__mixed_damage,,,,,,,831.0,897.0,66.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_0bf242be613c8446251c,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p086__scratch_thin,case,canonical__p086__scratch_thin,,,,,,,1480.0,1558.0,78.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_28c1fb913984a639dd6e,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p086__zero_control,case,canonical__p086__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_06e242b635b9cc8f1d59,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p087__loss_large,case,canonical__p087__loss_large,,,,,,,551.0,598.5,47.5,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_ac9204031834999ef6ba,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p087__loss_small,case,canonical__p087__loss_small,,,,,,,1261.0,1320.0,59.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_bb99e44b0d4fb62a22f0,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p087__mixed_damage,case,canonical__p087__mixed_damage,,,,,,,845.0,886.0,41.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_d41768ba43ea57c6b540,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p087__scratch_thin,case,canonical__p087__scratch_thin,,,,,,,2016.0,2076.0,60.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_aa24188b4549af8590b4,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p087__zero_control,case,canonical__p087__zero_control,,,,,,,,,,,,,,,,,,,,8,9,300,2320,9280,painting,not_applicable_zero_control,zero_damage_control_retained_without_artificial_quality_rank,metric_region_ablation_results.v1,ok,
ablation_ca9bd87dea7de93630ec,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p088__loss_large,case,canonical__p088__loss_large,,,,,,,288.0,382.0,94.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
ablation_c6deb1faad1b185891b9,without_classical,metric,case_priority_rank,matched_case_diagnostic_priority,canonical__p088__loss_small,case,canonical__p088__loss_small,,,,,,,961.0,1016.0,55.0,,,,0.9636721964291316,0.9982501710335898,,,,,,8,9,300,2320,9280,painting,supported,diagnostic_ordinal_difficulty_not_trust_score,metric_region_ablation_results.v1,ok,
