lpips_row_id,lpips_case_id,metric_case_id,restoration_case_id,source_case_id,source_case_id_original,case_id,dataset_name,metric_applicability,painting_id,category,title,artist,style,model_name,mask_id,mask_type,metric_mask_id,metric_mask_type,evaluation_region,region_pixel_count,region_x_min,region_y_min,region_x_max,region_y_max,mask_area_pixels,is_zero_control,mask_threshold_rule,mask_bbox_margin,lpips_net,lpips_input_size,damaged_lpips,restored_lpips,lpips_improvement,metric_runtime_seconds,case_runtime_seconds,lpips_schema_version,lpips_implementation_name,device,python_version,numpy_version,pandas_version,pillow_version,torch_version,lpips_package_version,status,issue
opencv_telea__canonical__canonical__p023_mixed_damage__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p023_mixed_damage,opencv_telea__canonical__canonical__p023_mixed_damage,opencv_telea__canonical__canonical__p023_mixed_damage,canonical__p023_mixed_damage,p023_mixed_damage,canonical__p023_mixed_damage,canonical,primary,p023,,,,,opencv_telea,p023_mixed_damage,mixed_damage,p023_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.2984766364097595,0.03904940187931061,0.2594272345304489,0.07586530002299696,0.3827249000314623,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p023_scratch_thin__full_image__lpips,opencv_telea__canonical__canonical__p023_scratch_thin,opencv_telea__canonical__canonical__p023_scratch_thin,opencv_telea__canonical__canonical__p023_scratch_thin,canonical__p023_scratch_thin,p023_scratch_thin,canonical__p023_scratch_thin,canonical,primary,p023,,,,,opencv_telea,p023_scratch_thin,scratch_thin,p023_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.21669824421405792,0.0010377444559708238,0.2156604997580871,0.07139910000842065,0.3674074999289587,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p023_scratch_thin__content_region__lpips,opencv_telea__canonical__canonical__p023_scratch_thin,opencv_telea__canonical__canonical__p023_scratch_thin,opencv_telea__canonical__canonical__p023_scratch_thin,canonical__p023_scratch_thin,p023_scratch_thin,canonical__p023_scratch_thin,canonical,primary,p023,,,,,opencv_telea,p023_scratch_thin,scratch_thin,p023_scratch_thin,scratch_thin,content_region,422400,109,0,659,768,0,False,> 127,8,alex,256,0.23586776852607727,0.0013529772404581308,0.23451479128561914,0.06435500003863126,0.3674074999289587,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p023_scratch_thin__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p023_scratch_thin,opencv_telea__canonical__canonical__p023_scratch_thin,opencv_telea__canonical__canonical__p023_scratch_thin,canonical__p023_scratch_thin,p023_scratch_thin,canonical__p023_scratch_thin,canonical,primary,p023,,,,,opencv_telea,p023_scratch_thin,scratch_thin,p023_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.21669824421405792,0.0010377444559708238,0.2156604997580871,0.07397210004273802,0.3674074999289587,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p023_zero_control__full_image__lpips,opencv_telea__canonical__canonical__p023_zero_control,opencv_telea__canonical__canonical__p023_zero_control,opencv_telea__canonical__canonical__p023_zero_control,canonical__p023_zero_control,p023_zero_control,canonical__p023_zero_control,canonical,primary,p023,,,,,opencv_telea,p023_zero_control,zero_control,p023_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.07354530005250126,0.3088418000843376,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p023_zero_control__content_region__lpips,opencv_telea__canonical__canonical__p023_zero_control,opencv_telea__canonical__canonical__p023_zero_control,opencv_telea__canonical__canonical__p023_zero_control,canonical__p023_zero_control,p023_zero_control,canonical__p023_zero_control,canonical,primary,p023,,,,,opencv_telea,p023_zero_control,zero_control,p023_zero_control,zero_control,content_region,422400,109,0,659,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.07226019992958754,0.3088418000843376,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_loss_large__full_image__lpips,opencv_telea__canonical__canonical__p024_loss_large,opencv_telea__canonical__canonical__p024_loss_large,opencv_telea__canonical__canonical__p024_loss_large,canonical__p024_loss_large,p024_loss_large,canonical__p024_loss_large,canonical,primary,p024,,,,,opencv_telea,p024_loss_large,loss_large,p024_loss_large,loss_large,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.18213675916194916,0.10466796159744263,0.07746879756450653,0.07357440004125237,0.40254679997451603,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_loss_large__content_region__lpips,opencv_telea__canonical__canonical__p024_loss_large,opencv_telea__canonical__canonical__p024_loss_large,opencv_telea__canonical__canonical__p024_loss_large,canonical__p024_loss_large,p024_loss_large,canonical__p024_loss_large,canonical,primary,p024,,,,,opencv_telea,p024_loss_large,loss_large,p024_loss_large,loss_large,content_region,459264,85,0,683,768,0,False,> 127,8,alex,256,0.2145361304283142,0.12757888436317444,0.08695724606513977,0.06505410000681877,0.40254679997451603,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_loss_large__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p024_loss_large,opencv_telea__canonical__canonical__p024_loss_large,opencv_telea__canonical__canonical__p024_loss_large,canonical__p024_loss_large,p024_loss_large,canonical__p024_loss_large,canonical,primary,p024,,,,,opencv_telea,p024_loss_large,loss_large,p024_loss_large,loss_large,mask_bbox_crop,113569,326,283,663,620,0,False,> 127,8,alex,256,0.6790533661842346,0.4584391713142395,0.22061419486999512,0.04242159996647388,0.40254679997451603,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_loss_small__full_image__lpips,opencv_telea__canonical__canonical__p024_loss_small,opencv_telea__canonical__canonical__p024_loss_small,opencv_telea__canonical__canonical__p024_loss_small,canonical__p024_loss_small,p024_loss_small,canonical__p024_loss_small,canonical,primary,p024,,,,,opencv_telea,p024_loss_small,loss_small,p024_loss_small,loss_small,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.1955452263355255,0.014905642718076706,0.1806395836174488,0.07157590007409453,0.3752067999448627,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_loss_small__content_region__lpips,opencv_telea__canonical__canonical__p024_loss_small,opencv_telea__canonical__canonical__p024_loss_small,opencv_telea__canonical__canonical__p024_loss_small,canonical__p024_loss_small,p024_loss_small,canonical__p024_loss_small,canonical,primary,p024,,,,,opencv_telea,p024_loss_small,loss_small,p024_loss_small,loss_small,content_region,459264,85,0,683,768,0,False,> 127,8,alex,256,0.22002770006656647,0.016382817178964615,0.20364488288760185,0.06947280000895262,0.3752067999448627,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_loss_small__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p024_loss_small,opencv_telea__canonical__canonical__p024_loss_small,opencv_telea__canonical__canonical__p024_loss_small,canonical__p024_loss_small,p024_loss_small,canonical__p024_loss_small,canonical,primary,p024,,,,,opencv_telea,p024_loss_small,loss_small,p024_loss_small,loss_small,mask_bbox_crop,511225,0,42,715,757,0,False,> 127,8,alex,256,0.1913539469242096,0.013670048676431179,0.17768389824777842,0.07534119999036193,0.3752067999448627,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_mixed_damage__full_image__lpips,opencv_telea__canonical__canonical__p024_mixed_damage,opencv_telea__canonical__canonical__p024_mixed_damage,opencv_telea__canonical__canonical__p024_mixed_damage,canonical__p024_mixed_damage,p024_mixed_damage,canonical__p024_mixed_damage,canonical,primary,p024,,,,,opencv_telea,p024_mixed_damage,mixed_damage,p024_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.3413732051849365,0.03793443739414215,0.3034387677907944,0.07299689995124936,0.35340069991070777,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_mixed_damage__content_region__lpips,opencv_telea__canonical__canonical__p024_mixed_damage,opencv_telea__canonical__canonical__p024_mixed_damage,opencv_telea__canonical__canonical__p024_mixed_damage,canonical__p024_mixed_damage,p024_mixed_damage,canonical__p024_mixed_damage,canonical,primary,p024,,,,,opencv_telea,p024_mixed_damage,mixed_damage,p024_mixed_damage,mixed_damage,content_region,459264,85,0,683,768,0,False,> 127,8,alex,256,0.358551949262619,0.04026217386126518,0.31828977540135384,0.06713239999953657,0.35340069991070777,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_mixed_damage__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p024_mixed_damage,opencv_telea__canonical__canonical__p024_mixed_damage,opencv_telea__canonical__canonical__p024_mixed_damage,canonical__p024_mixed_damage,p024_mixed_damage,canonical__p024_mixed_damage,canonical,primary,p024,,,,,opencv_telea,p024_mixed_damage,mixed_damage,p024_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.3413732051849365,0.03793443739414215,0.3034387677907944,0.07540259999223053,0.35340069991070777,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_scratch_thin__full_image__lpips,opencv_telea__canonical__canonical__p024_scratch_thin,opencv_telea__canonical__canonical__p024_scratch_thin,opencv_telea__canonical__canonical__p024_scratch_thin,canonical__p024_scratch_thin,p024_scratch_thin,canonical__p024_scratch_thin,canonical,primary,p024,,,,,opencv_telea,p024_scratch_thin,scratch_thin,p024_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.269574373960495,0.0013009565882384777,0.2682734173722565,0.07133549998980016,0.37614920001942664,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_scratch_thin__content_region__lpips,opencv_telea__canonical__canonical__p024_scratch_thin,opencv_telea__canonical__canonical__p024_scratch_thin,opencv_telea__canonical__canonical__p024_scratch_thin,canonical__p024_scratch_thin,p024_scratch_thin,canonical__p024_scratch_thin,canonical,primary,p024,,,,,opencv_telea,p024_scratch_thin,scratch_thin,p024_scratch_thin,scratch_thin,content_region,459264,85,0,683,768,0,False,> 127,8,alex,256,0.2862951159477234,0.0010418385500088334,0.28525327739771456,0.06472959998063743,0.37614920001942664,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_scratch_thin__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p024_scratch_thin,opencv_telea__canonical__canonical__p024_scratch_thin,opencv_telea__canonical__canonical__p024_scratch_thin,canonical__p024_scratch_thin,p024_scratch_thin,canonical__p024_scratch_thin,canonical,primary,p024,,,,,opencv_telea,p024_scratch_thin,scratch_thin,p024_scratch_thin,scratch_thin,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.269574373960495,0.0013009565882384777,0.2682734173722565,0.07912599993869662,0.37614920001942664,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_zero_control__full_image__lpips,opencv_telea__canonical__canonical__p024_zero_control,opencv_telea__canonical__canonical__p024_zero_control,opencv_telea__canonical__canonical__p024_zero_control,canonical__p024_zero_control,p024_zero_control,canonical__p024_zero_control,canonical,primary,p024,,,,,opencv_telea,p024_zero_control,zero_control,p024_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.07541389996185899,0.2988829000387341,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p024_zero_control__content_region__lpips,opencv_telea__canonical__canonical__p024_zero_control,opencv_telea__canonical__canonical__p024_zero_control,opencv_telea__canonical__canonical__p024_zero_control,canonical__p024_zero_control,p024_zero_control,canonical__p024_zero_control,canonical,primary,p024,,,,,opencv_telea,p024_zero_control,zero_control,p024_zero_control,zero_control,content_region,459264,85,0,683,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.06639440008439124,0.2988829000387341,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_loss_large__full_image__lpips,opencv_telea__canonical__canonical__p025_loss_large,opencv_telea__canonical__canonical__p025_loss_large,opencv_telea__canonical__canonical__p025_loss_large,canonical__p025_loss_large,p025_loss_large,canonical__p025_loss_large,canonical,primary,p025,,,,,opencv_telea,p025_loss_large,loss_large,p025_loss_large,loss_large,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.16356560587882996,0.09365108609199524,0.06991451978683472,0.0712973999325186,0.40362519992049783,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_loss_large__content_region__lpips,opencv_telea__canonical__canonical__p025_loss_large,opencv_telea__canonical__canonical__p025_loss_large,opencv_telea__canonical__canonical__p025_loss_large,canonical__p025_loss_large,p025_loss_large,canonical__p025_loss_large,canonical,primary,p025,,,,,opencv_telea,p025_loss_large,loss_large,p025_loss_large,loss_large,content_region,491520,0,64,768,704,0,False,> 127,8,alex,256,0.1926245093345642,0.1132887452840805,0.0793357640504837,0.06635420001111925,0.40362519992049783,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_loss_large__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p025_loss_large,opencv_telea__canonical__canonical__p025_loss_large,opencv_telea__canonical__canonical__p025_loss_large,canonical__p025_loss_large,p025_loss_large,canonical__p025_loss_large,canonical,primary,p025,,,,,opencv_telea,p025_loss_large,loss_large,p025_loss_large,loss_large,mask_bbox_crop,92416,38,315,342,619,0,False,> 127,8,alex,256,0.7206597924232483,0.5049378871917725,0.21572190523147583,0.04727009998168796,0.40362519992049783,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_loss_small__full_image__lpips,opencv_telea__canonical__canonical__p025_loss_small,opencv_telea__canonical__canonical__p025_loss_small,opencv_telea__canonical__canonical__p025_loss_small,canonical__p025_loss_small,p025_loss_small,canonical__p025_loss_small,canonical,primary,p025,,,,,opencv_telea,p025_loss_small,loss_small,p025_loss_small,loss_small,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.1434076428413391,0.012131198309361935,0.13127644453197718,0.07061689998954535,0.367225700058043,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_loss_small__content_region__lpips,opencv_telea__canonical__canonical__p025_loss_small,opencv_telea__canonical__canonical__p025_loss_small,opencv_telea__canonical__canonical__p025_loss_small,canonical__p025_loss_small,p025_loss_small,canonical__p025_loss_small,canonical,primary,p025,,,,,opencv_telea,p025_loss_small,loss_small,p025_loss_small,loss_small,content_region,491520,0,64,768,704,0,False,> 127,8,alex,256,0.1659383922815323,0.015226718969643116,0.15071167331188917,0.06543730001430959,0.367225700058043,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_loss_small__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p025_loss_small,opencv_telea__canonical__canonical__p025_loss_small,opencv_telea__canonical__canonical__p025_loss_small,canonical__p025_loss_small,p025_loss_small,canonical__p025_loss_small,canonical,primary,p025,,,,,opencv_telea,p025_loss_small,loss_small,p025_loss_small,loss_small,mask_bbox_crop,260100,22,87,532,597,0,False,> 127,8,alex,256,0.2458937168121338,0.037817806005477905,0.20807591080665588,0.04898920003324747,0.367225700058043,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_mixed_damage__full_image__lpips,opencv_telea__canonical__canonical__p025_mixed_damage,opencv_telea__canonical__canonical__p025_mixed_damage,opencv_telea__canonical__canonical__p025_mixed_damage,canonical__p025_mixed_damage,p025_mixed_damage,canonical__p025_mixed_damage,canonical,primary,p025,,,,,opencv_telea,p025_mixed_damage,mixed_damage,p025_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.3629024028778076,0.05971953272819519,0.3031828701496124,0.0715465999674052,0.3945172999519855,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_mixed_damage__content_region__lpips,opencv_telea__canonical__canonical__p025_mixed_damage,opencv_telea__canonical__canonical__p025_mixed_damage,opencv_telea__canonical__canonical__p025_mixed_damage,canonical__p025_mixed_damage,p025_mixed_damage,canonical__p025_mixed_damage,canonical,primary,p025,,,,,opencv_telea,p025_mixed_damage,mixed_damage,p025_mixed_damage,mixed_damage,content_region,491520,0,64,768,704,0,False,> 127,8,alex,256,0.3992650508880615,0.06795831024646759,0.33130674064159393,0.06538889999501407,0.3945172999519855,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_mixed_damage__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p025_mixed_damage,opencv_telea__canonical__canonical__p025_mixed_damage,opencv_telea__canonical__canonical__p025_mixed_damage,canonical__p025_mixed_damage,p025_mixed_damage,canonical__p025_mixed_damage,canonical,primary,p025,,,,,opencv_telea,p025_mixed_damage,mixed_damage,p025_mixed_damage,mixed_damage,mask_bbox_crop,589824,0,0,768,768,0,False,> 127,8,alex,256,0.3629024028778076,0.05971953272819519,0.3031828701496124,0.07462840003427118,0.3945172999519855,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_scratch_thin__full_image__lpips,opencv_telea__canonical__canonical__p025_scratch_thin,opencv_telea__canonical__canonical__p025_scratch_thin,opencv_telea__canonical__canonical__p025_scratch_thin,canonical__p025_scratch_thin,p025_scratch_thin,canonical__p025_scratch_thin,canonical,primary,p025,,,,,opencv_telea,p025_scratch_thin,scratch_thin,p025_scratch_thin,scratch_thin,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.31246218085289,0.005236781667917967,0.30722539918497205,0.07563889992889017,0.36406890000216663,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_scratch_thin__content_region__lpips,opencv_telea__canonical__canonical__p025_scratch_thin,opencv_telea__canonical__canonical__p025_scratch_thin,opencv_telea__canonical__canonical__p025_scratch_thin,canonical__p025_scratch_thin,p025_scratch_thin,canonical__p025_scratch_thin,canonical,primary,p025,,,,,opencv_telea,p025_scratch_thin,scratch_thin,p025_scratch_thin,scratch_thin,content_region,491520,0,64,768,704,0,False,> 127,8,alex,256,0.33069896697998047,0.003953853156417608,0.32674511382356286,0.06565639993641526,0.36406890000216663,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_scratch_thin__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p025_scratch_thin,opencv_telea__canonical__canonical__p025_scratch_thin,opencv_telea__canonical__canonical__p025_scratch_thin,canonical__p025_scratch_thin,p025_scratch_thin,canonical__p025_scratch_thin,canonical,primary,p025,,,,,opencv_telea,p025_scratch_thin,scratch_thin,p025_scratch_thin,scratch_thin,mask_bbox_crop,483025,0,37,695,732,0,False,> 127,8,alex,256,0.3456632196903229,0.00550379604101181,0.34015942364931107,0.0689723000396043,0.36406890000216663,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_zero_control__full_image__lpips,opencv_telea__canonical__canonical__p025_zero_control,opencv_telea__canonical__canonical__p025_zero_control,opencv_telea__canonical__canonical__p025_zero_control,canonical__p025_zero_control,p025_zero_control,canonical__p025_zero_control,canonical,primary,p025,,,,,opencv_telea,p025_zero_control,zero_control,p025_zero_control,zero_control,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.1173464999301359,0.385545099969022,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p025_zero_control__content_region__lpips,opencv_telea__canonical__canonical__p025_zero_control,opencv_telea__canonical__canonical__p025_zero_control,opencv_telea__canonical__canonical__p025_zero_control,canonical__p025_zero_control,p025_zero_control,canonical__p025_zero_control,canonical,primary,p025,,,,,opencv_telea,p025_zero_control,zero_control,p025_zero_control,zero_control,content_region,491520,0,64,768,704,0,False,> 127,8,alex,256,0.0,0.0,0.0,0.09006570000201464,0.385545099969022,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_loss_large__full_image__lpips,opencv_telea__canonical__canonical__p026_loss_large,opencv_telea__canonical__canonical__p026_loss_large,opencv_telea__canonical__canonical__p026_loss_large,canonical__p026_loss_large,p026_loss_large,canonical__p026_loss_large,canonical,primary,p026,,,,,opencv_telea,p026_loss_large,loss_large,p026_loss_large,loss_large,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.173926442861557,0.08196157962083817,0.09196486324071884,0.07360370003152639,0.42005289997905493,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_loss_large__content_region__lpips,opencv_telea__canonical__canonical__p026_loss_large,opencv_telea__canonical__canonical__p026_loss_large,opencv_telea__canonical__canonical__p026_loss_large,canonical__p026_loss_large,p026_loss_large,canonical__p026_loss_large,canonical,primary,p026,,,,,opencv_telea,p026_loss_large,loss_large,p026_loss_large,loss_large,content_region,406272,0,119,768,648,0,False,> 127,8,alex,256,0.2365727573633194,0.11675366759300232,0.11981908977031708,0.061814800021238625,0.42005289997905493,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_loss_large__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p026_loss_large,opencv_telea__canonical__canonical__p026_loss_large,opencv_telea__canonical__canonical__p026_loss_large,canonical__p026_loss_large,p026_loss_large,canonical__p026_loss_large,canonical,primary,p026,,,,,opencv_telea,p026_loss_large,loss_large,p026_loss_large,loss_large,mask_bbox_crop,91204,383,171,685,473,0,False,> 127,8,alex,256,0.6743359565734863,0.4416196942329407,0.23271626234054565,0.03946110000833869,0.42005289997905493,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_loss_small__full_image__lpips,opencv_telea__canonical__canonical__p026_loss_small,opencv_telea__canonical__canonical__p026_loss_small,opencv_telea__canonical__canonical__p026_loss_small,canonical__p026_loss_small,p026_loss_small,canonical__p026_loss_small,canonical,primary,p026,,,,,opencv_telea,p026_loss_small,loss_small,p026_loss_small,loss_small,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.1878555417060852,0.01566670462489128,0.17218883708119392,0.06887409999035299,0.35760580003261566,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_loss_small__content_region__lpips,opencv_telea__canonical__canonical__p026_loss_small,opencv_telea__canonical__canonical__p026_loss_small,opencv_telea__canonical__canonical__p026_loss_small,canonical__p026_loss_small,p026_loss_small,canonical__p026_loss_small,canonical,primary,p026,,,,,opencv_telea,p026_loss_small,loss_small,p026_loss_small,loss_small,content_region,406272,0,119,768,648,0,False,> 127,8,alex,256,0.2411995828151703,0.02846752107143402,0.21273206174373627,0.05865679995622486,0.35760580003261566,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_loss_small__mask_bbox_crop__lpips,opencv_telea__canonical__canonical__p026_loss_small,opencv_telea__canonical__canonical__p026_loss_small,opencv_telea__canonical__canonical__p026_loss_small,canonical__p026_loss_small,p026_loss_small,canonical__p026_loss_small,canonical,primary,p026,,,,,opencv_telea,p026_loss_small,loss_small,p026_loss_small,loss_small,mask_bbox_crop,416025,44,123,689,768,0,False,> 127,8,alex,256,0.20311041176319122,0.02386440709233284,0.17924600467085838,0.06484579993411899,0.35760580003261566,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
opencv_telea__canonical__canonical__p026_mixed_damage__full_image__lpips,opencv_telea__canonical__canonical__p026_mixed_damage,opencv_telea__canonical__canonical__p026_mixed_damage,opencv_telea__canonical__canonical__p026_mixed_damage,canonical__p026_mixed_damage,p026_mixed_damage,canonical__p026_mixed_damage,canonical,primary,p026,,,,,opencv_telea,p026_mixed_damage,mixed_damage,p026_mixed_damage,mixed_damage,full_image,589824,0,0,768,768,0,False,> 127,8,alex,256,0.40372413396835327,0.045284658670425415,0.35843947529792786,0.0697360000340268,0.37907899997662753,2.0.0,restoration_eval.metrics_lpips,cuda,3.12.6,2.1.3,2.2.3,11.0.0,2.5.1+cu121,0.1.4,ok,
